source,target,lr_pair,sum_count,interaction_key
fat cell,mast cell,CD99_CD99,151,fat cell_mast cell_CD99_CD99
endothelial cell,mast cell,CXCL12_ACKR3,151,endothelial cell_mast cell_CXCL12_ACKR3
dendritic cell,muscle cell,CD46_JAG1,151,dendritic cell_muscle cell_CD46_JAG1
Tumor,fat cell,MPZL1_MPZL1,151,Tumor_fat cell_MPZL1_MPZL1
Tumor,fibroblast,SDC2_ADGRA2,151,Tumor_fibroblast_SDC2_ADGRA2
fat cell,mast cell,CXCL12_CXCR4,150,fat cell_mast cell_CXCL12_CXCR4
fat cell,Tumor,JAG1_NOTCH2,150,fat cell_Tumor_JAG1_NOTCH2
dendritic cell,fat cell,LGALS9_CD44,150,dendritic cell_fat cell_LGALS9_CD44
Tumor,pericyte,COL4A1_CD44,150,Tumor_pericyte_COL4A1_CD44
fibroblast,T cell,LAMC1_CD44,150,fibroblast_T cell_LAMC1_CD44
macrophage,monocyte,LAIR1_LILRB4,149,macrophage_monocyte_LAIR1_LILRB4
endothelial cell,monocyte,PROS1_AXL,149,endothelial cell_monocyte_PROS1_AXL
muscle cell,monocyte,ANGPTL2_TLR4,149,muscle cell_monocyte_ANGPTL2_TLR4
Tumor,pericyte,THBS1_CD47,149,Tumor_pericyte_THBS1_CD47
endothelial cell,macrophage,ICAM1_ITGAL,149,endothelial cell_macrophage_ICAM1_ITGAL
macrophage,B cell,PECAM1_CD38,149,macrophage_B cell_PECAM1_CD38
pericyte,endothelial cell,ANGPTL4_CDH5,149,pericyte_endothelial cell_ANGPTL4_CDH5
fibroblast,muscle cell,LAMC1_CD44,149,fibroblast_muscle cell_LAMC1_CD44
dendritic cell,neutrophil,LGALS9_CD44,149,dendritic cell_neutrophil_LGALS9_CD44
fibroblast,fat cell,SDC2_ADGRA2,149,fibroblast_fat cell_SDC2_ADGRA2
dendritic cell,macrophage,APP_SORL1,149,dendritic cell_macrophage_APP_SORL1
mast cell,endothelial cell,JAG1_NOTCH1,148,mast cell_endothelial cell_JAG1_NOTCH1
endothelial cell,fat cell,APP_TNFRSF21,148,endothelial cell_fat cell_APP_TNFRSF21
fat cell,Tumor,MPZL1_MPZL1,148,fat cell_Tumor_MPZL1_MPZL1
fat cell,neutrophil,THY1_ADGRE5,148,fat cell_neutrophil_THY1_ADGRE5
fibroblast,muscle cell,CD46_JAG1,148,fibroblast_muscle cell_CD46_JAG1
muscle cell,muscle cell,THY1_ADGRE5,148,muscle cell_muscle cell_THY1_ADGRE5
dendritic cell,endothelial cell,COMP_CD36,148,dendritic cell_endothelial cell_COMP_CD36
endothelial cell,T cell,IGF2_IGF2R,148,endothelial cell_T cell_IGF2_IGF2R
fibroblast,Tumor,JAG1_NOTCH1,148,fibroblast_Tumor_JAG1_NOTCH1
neutrophil,pericyte,COL4A1_CD44,148,neutrophil_pericyte_COL4A1_CD44
dendritic cell,fat cell,LGALS9_P4HB,148,dendritic cell_fat cell_LGALS9_P4HB
muscle cell,fibroblast,PDGFC_PDGFRA,147,muscle cell_fibroblast_PDGFC_PDGFRA
macrophage,monocyte,CD99_PILRA,147,macrophage_monocyte_CD99_PILRA
T cell,macrophage,CD99_CD99,147,T cell_macrophage_CD99_CD99
pericyte,fat cell,ANGPTL2_TLR4,147,pericyte_fat cell_ANGPTL2_TLR4
fibroblast,mast cell,THBS1_CD47,147,fibroblast_mast cell_THBS1_CD47
muscle cell,fat cell,CXCL12_CXCR4,147,muscle cell_fat cell_CXCL12_CXCR4
macrophage,mast cell,PLAU_PLAUR,146,macrophage_mast cell_PLAU_PLAUR
fat cell,endothelial cell,VEGFA_VEGFR2,146,fat cell_endothelial cell_VEGFA_VEGFR2
pericyte,endothelial cell,WNT5A_FZD6,146,pericyte_endothelial cell_WNT5A_FZD6
Tumor,monocyte,PROS1_AXL,146,Tumor_monocyte_PROS1_AXL
endothelial cell,muscle cell,CD55_ADGRE5,146,endothelial cell_muscle cell_CD55_ADGRE5
Tumor,Tumor,PDGFA_PDGFRA,146,Tumor_Tumor_PDGFA_PDGFRA
Tumor,Tumor,PTPRM_PTPRM,146,Tumor_Tumor_PTPRM_PTPRM
macrophage,T cell,LGALS9_HAVCR2,146,macrophage_T cell_LGALS9_HAVCR2
fat cell,mast cell,COL4A1_CD44,146,fat cell_mast cell_COL4A1_CD44
mast cell,pericyte,JAG1_NOTCH3,146,mast cell_pericyte_JAG1_NOTCH3
B cell,macrophage,APP_TNFRSF21,146,B cell_macrophage_APP_TNFRSF21
endothelial cell,mast cell,F11R_F11R,146,endothelial cell_mast cell_F11R_F11R
endothelial cell,pericyte,ANGPT2_TEK,146,endothelial cell_pericyte_ANGPT2_TEK
monocyte,macrophage,APP_TNFRSF21,146,monocyte_macrophage_APP_TNFRSF21
B cell,neutrophil,IL16_CD4,146,B cell_neutrophil_IL16_CD4
B cell,mast cell,SEMA4D_PLXNB2,145,B cell_mast cell_SEMA4D_PLXNB2
B cell,endothelial cell,CD46_JAG1,145,B cell_endothelial cell_CD46_JAG1
pericyte,pericyte,ANGPTL4_SDC2,145,pericyte_pericyte_ANGPTL4_SDC2
neutrophil,pericyte,SEMA4D_PLXNB2,145,neutrophil_pericyte_SEMA4D_PLXNB2
neutrophil,muscle cell,SDC2_ADGRA2,145,neutrophil_muscle cell_SDC2_ADGRA2
pericyte,fibroblast,GAS6_AXL,145,pericyte_fibroblast_GAS6_AXL
mast cell,dendritic cell,COL4A2_CD44,145,mast cell_dendritic cell_COL4A2_CD44
muscle cell,endothelial cell,GJA1_GJA1,145,muscle cell_endothelial cell_GJA1_GJA1
fibroblast,pericyte,GRN_SORT1,145,fibroblast_pericyte_GRN_SORT1
B cell,B cell,SEMA4D_PLXNB2,145,B cell_B cell_SEMA4D_PLXNB2
macrophage,macrophage,THBS1_CD36,145,macrophage_macrophage_THBS1_CD36
fat cell,fibroblast,JAG1_NOTCH2,145,fat cell_fibroblast_JAG1_NOTCH2
Tumor,pericyte,WNT5A_MCAM,145,Tumor_pericyte_WNT5A_MCAM
mast cell,monocyte,COL4A1_CD44,145,mast cell_monocyte_COL4A1_CD44
macrophage,pericyte,VEGFA_VEGFR2,145,macrophage_pericyte_VEGFA_VEGFR2
pericyte,mast cell,JAM3_F11R,145,pericyte_mast cell_JAM3_F11R
muscle cell,monocyte,CD99_PILRA,145,muscle cell_monocyte_CD99_PILRA
Tumor,Tumor,FGF9_FGFR1,144,Tumor_Tumor_FGF9_FGFR1
muscle cell,macrophage,C4A_C3AR1,144,muscle cell_macrophage_C4A_C3AR1
pericyte,neutrophil,PECAM1_CD38,144,pericyte_neutrophil_PECAM1_CD38
macrophage,T cell,SEMA4D_PLXNB2,144,macrophage_T cell_SEMA4D_PLXNB2
B cell,endothelial cell,CD99_CD99,144,B cell_endothelial cell_CD99_CD99
neutrophil,macrophage,THBS1_CD47,144,neutrophil_macrophage_THBS1_CD47
fat cell,pericyte,MPZL1_MPZL1,144,fat cell_pericyte_MPZL1_MPZL1
Tumor,Tumor,JAM3_F11R,144,Tumor_Tumor_JAM3_F11R
neutrophil,macrophage,COL4A2_CD44,144,neutrophil_macrophage_COL4A2_CD44
Tumor,Tumor,IGF1_IGF1R,144,Tumor_Tumor_IGF1_IGF1R
fibroblast,muscle cell,CD99_CD99,144,fibroblast_muscle cell_CD99_CD99
endothelial cell,monocyte,JAM3_F11R,143,endothelial cell_monocyte_JAM3_F11R
dendritic cell,neutrophil,LGALS9_P4HB,143,dendritic cell_neutrophil_LGALS9_P4HB
fat cell,macrophage,THBS2_CD36,143,fat cell_macrophage_THBS2_CD36
pericyte,fibroblast,JAG1_NOTCH3,143,pericyte_fibroblast_JAG1_NOTCH3
muscle cell,endothelial cell,ANGPT2_TEK,143,muscle cell_endothelial cell_ANGPT2_TEK
macrophage,dendritic cell,CXCL12_CXCR4,143,macrophage_dendritic cell_CXCL12_CXCR4
Tumor,pericyte,JAG1_NOTCH3,143,Tumor_pericyte_JAG1_NOTCH3
fibroblast,macrophage,CD99_CD99,143,fibroblast_macrophage_CD99_CD99
Tumor,Tumor,ANGPTL4_CDH5,143,Tumor_Tumor_ANGPTL4_CDH5
dendritic cell,Tumor,THY1_ADGRE5,143,dendritic cell_Tumor_THY1_ADGRE5
endothelial cell,macrophage,SELE_CD44,142,endothelial cell_macrophage_SELE_CD44
endothelial cell,mast cell,ANGPTL2_TLR4,142,endothelial cell_mast cell_ANGPTL2_TLR4
mast cell,Tumor,COL4A2_SDC4,142,mast cell_Tumor_COL4A2_SDC4
muscle cell,natural killer cell,THY1_ADGRE5,142,muscle cell_natural killer cell_THY1_ADGRE5
fibroblast,macrophage,THBS1_CD36,142,fibroblast_macrophage_THBS1_CD36
endothelial cell,neutrophil,APP_SORL1,142,endothelial cell_neutrophil_APP_SORL1
monocyte,monocyte,LGALS9_CD44,142,monocyte_monocyte_LGALS9_CD44
B cell,endothelial cell,GZMA_F2RL3,142,B cell_endothelial cell_GZMA_F2RL3
fibroblast,fat cell,GJA1_GJA1,142,fibroblast_fat cell_GJA1_GJA1
fat cell,fat cell,LAMC1_CD44,142,fat cell_fat cell_LAMC1_CD44
T cell,pericyte,IL16_CD4,142,T cell_pericyte_IL16_CD4
endothelial cell,dendritic cell,PDGFA_PDGFRA,142,endothelial cell_dendritic cell_PDGFA_PDGFRA
pericyte,pericyte,PLAU_PLAUR,142,pericyte_pericyte_PLAU_PLAUR
dendritic cell,macrophage,SEMA4D_PLXNB2,142,dendritic cell_macrophage_SEMA4D_PLXNB2
pericyte,pericyte,VEGFC_VEGFR2,142,pericyte_pericyte_VEGFC_VEGFR2
muscle cell,neutrophil,JAG1_NOTCH1,142,muscle cell_neutrophil_JAG1_NOTCH1
Tumor,fat cell,PDGFA_PDGFRA,141,Tumor_fat cell_PDGFA_PDGFRA
dendritic cell,endothelial cell,SELPLG_SELP,141,dendritic cell_endothelial cell_SELPLG_SELP
muscle cell,fat cell,CD46_JAG1,141,muscle cell_fat cell_CD46_JAG1
macrophage,endothelial cell,SELPLG_SELP,141,macrophage_endothelial cell_SELPLG_SELP
mast cell,B cell,COL4A2_CD44,141,mast cell_B cell_COL4A2_CD44
pericyte,mast cell,SEMA4C_PLXNB2,141,pericyte_mast cell_SEMA4C_PLXNB2
endothelial cell,Tumor,SELE_CD44,141,endothelial cell_Tumor_SELE_CD44
Tumor,pericyte,HSPG2_DAG1,141,Tumor_pericyte_HSPG2_DAG1
neutrophil,macrophage,CXCL12_CXCR4,141,neutrophil_macrophage_CXCL12_CXCR4
fibroblast,pericyte,GAS6_AXL,141,fibroblast_pericyte_GAS6_AXL
dendritic cell,Tumor,COL4A1_SDC4,141,dendritic cell_Tumor_COL4A1_SDC4
endothelial cell,endothelial cell,ANGPTL4_SDC2,141,endothelial cell_endothelial cell_ANGPTL4_SDC2
dendritic cell,pericyte,WNT5A_MCAM,141,dendritic cell_pericyte_WNT5A_MCAM
fibroblast,fibroblast,PDGFC_PDGFRA,140,fibroblast_fibroblast_PDGFC_PDGFRA
T cell,pericyte,APP_TNFRSF21,140,T cell_pericyte_APP_TNFRSF21
macrophage,B cell,CD86_CTLA4,140,macrophage_B cell_CD86_CTLA4
pericyte,muscle cell,PLAU_PLAUR,140,pericyte_muscle cell_PLAU_PLAUR
pericyte,Tumor,GAS6_TYRO3,140,pericyte_Tumor_GAS6_TYRO3
fat cell,B cell,LAMC1_CD44,140,fat cell_B cell_LAMC1_CD44
neutrophil,macrophage,CD99_CD99,140,neutrophil_macrophage_CD99_CD99
mast cell,Tumor,COL4A1_SDC4,140,mast cell_Tumor_COL4A1_SDC4
fat cell,dendritic cell,LAMC1_CD44,139,fat cell_dendritic cell_LAMC1_CD44
pericyte,pericyte,GJA1_GJA1,139,pericyte_pericyte_GJA1_GJA1
muscle cell,monocyte,CXCL12_CXCR4,139,muscle cell_monocyte_CXCL12_CXCR4
macrophage,monocyte,CXCL12_CXCR4,139,macrophage_monocyte_CXCL12_CXCR4
fat cell,monocyte,THY1_ADGRE2,139,fat cell_monocyte_THY1_ADGRE2
endothelial cell,macrophage,MPZL1_MPZL1,139,endothelial cell_macrophage_MPZL1_MPZL1
dendritic cell,T cell,LGALS9_P4HB,139,dendritic cell_T cell_LGALS9_P4HB
macrophage,T cell,IL16_CD4,139,macrophage_T cell_IL16_CD4
macrophage,endothelial cell,WNT5A_MCAM,139,macrophage_endothelial cell_WNT5A_MCAM
muscle cell,fibroblast,CD99_CD99,138,muscle cell_fibroblast_CD99_CD99
endothelial cell,dendritic cell,COL4A2_SDC4,138,endothelial cell_dendritic cell_COL4A2_SDC4
macrophage,muscle cell,CD99_CD99,138,macrophage_muscle cell_CD99_CD99
Tumor,endothelial cell,THBS2_CD36,138,Tumor_endothelial cell_THBS2_CD36
pericyte,T cell,PECAM1_CD38,138,pericyte_T cell_PECAM1_CD38
fibroblast,T cell,CXCL12_CXCR4,138,fibroblast_T cell_CXCL12_CXCR4
T cell,T cell,SEMA4D_PLXNB2,138,T cell_T cell_SEMA4D_PLXNB2
fat cell,fibroblast,CD99_CD99,138,fat cell_fibroblast_CD99_CD99
fibroblast,neutrophil,PLAU_PLAUR,138,fibroblast_neutrophil_PLAU_PLAUR
endothelial cell,natural killer cell,THY1_ADGRE5,138,endothelial cell_natural killer cell_THY1_ADGRE5
endothelial cell,dendritic cell,COL4A1_SDC4,138,endothelial cell_dendritic cell_COL4A1_SDC4
macrophage,neutrophil,LGALS9_HAVCR2,138,macrophage_neutrophil_LGALS9_HAVCR2
mast cell,B cell,THY1_ADGRE5,138,mast cell_B cell_THY1_ADGRE5
Tumor,endothelial cell,CDH5_CDH5,138,Tumor_endothelial cell_CDH5_CDH5
mast cell,muscle cell,CD99_CD99,137,mast cell_muscle cell_CD99_CD99
Tumor,neutrophil,PROS1_AXL,137,Tumor_neutrophil_PROS1_AXL
muscle cell,endothelial cell,VEGFC_VEGFR2,137,muscle cell_endothelial cell_VEGFC_VEGFR2
fat cell,fibroblast,PDGFC_PDGFRA,137,fat cell_fibroblast_PDGFC_PDGFRA
muscle cell,Tumor,PDGFA_PDGFRA,137,muscle cell_Tumor_PDGFA_PDGFRA
endothelial cell,Tumor,COL4A1_ADGRG6,137,endothelial cell_Tumor_COL4A1_ADGRG6
pericyte,endothelial cell,HSPG2_DAG1,137,pericyte_endothelial cell_HSPG2_DAG1
B cell,macrophage,GAS6_MERTK,137,B cell_macrophage_GAS6_MERTK
muscle cell,endothelial cell,VEGFC_VEGFR2R3,137,muscle cell_endothelial cell_VEGFC_VEGFR2R3
endothelial cell,Tumor,COL4A2_ADGRG6,137,endothelial cell_Tumor_COL4A2_ADGRG6
muscle cell,endothelial cell,PTPRM_PTPRM,137,muscle cell_endothelial cell_PTPRM_PTPRM
T cell,pericyte,CD46_JAG1,137,T cell_pericyte_CD46_JAG1
Tumor,fat cell,LAMC2_CD44,137,Tumor_fat cell_LAMC2_CD44
muscle cell,endothelial cell,VEGFC_VEGFR3,137,muscle cell_endothelial cell_VEGFC_VEGFR3
fibroblast,fibroblast,GJA1_GJA1,137,fibroblast_fibroblast_GJA1_GJA1
endothelial cell,dendritic cell,GJA1_GJA1,137,endothelial cell_dendritic cell_GJA1_GJA1
macrophage,muscle cell,PDGFB_PDGFRB,137,macrophage_muscle cell_PDGFB_PDGFRB
mast cell,macrophage,LGALS9_HAVCR2,137,mast cell_macrophage_LGALS9_HAVCR2
endothelial cell,endothelial cell,TNFSF10_TNFRSF10B,136,endothelial cell_endothelial cell_TNFSF10_TNFRSF10B
fat cell,T cell,CD99_CD99,136,fat cell_T cell_CD99_CD99
Tumor,fibroblast,SEMA4C_PLXNB2,136,Tumor_fibroblast_SEMA4C_PLXNB2
fibroblast,fibroblast,COMP_CD47,136,fibroblast_fibroblast_COMP_CD47
neutrophil,neutrophil,COL4A1_CD44,136,neutrophil_neutrophil_COL4A1_CD44
fibroblast,dendritic cell,CXCL12_CXCR4,136,fibroblast_dendritic cell_CXCL12_CXCR4
Tumor,muscle cell,COL4A2_CD44,136,Tumor_muscle cell_COL4A2_CD44
monocyte,macrophage,THY1_ADGRE2,136,monocyte_macrophage_THY1_ADGRE2
fibroblast,Tumor,COL4A2_CD44,136,fibroblast_Tumor_COL4A2_CD44
dendritic cell,T cell,COL4A2_CD44,136,dendritic cell_T cell_COL4A2_CD44
monocyte,T cell,LGALS9_CD44,135,monocyte_T cell_LGALS9_CD44
pericyte,endothelial cell,COL4A1_ADGRG6,135,pericyte_endothelial cell_COL4A1_ADGRG6
neutrophil,fat cell,LGALS9_CD44,135,neutrophil_fat cell_LGALS9_CD44
fat cell,macrophage,IL16_CD4,135,fat cell_macrophage_IL16_CD4
pericyte,Tumor,PROS1_TYRO3,135,pericyte_Tumor_PROS1_TYRO3
mast cell,pericyte,LAMC1_CD44,135,mast cell_pericyte_LAMC1_CD44
pericyte,endothelial cell,COL4A2_ADGRG6,135,pericyte_endothelial cell_COL4A2_ADGRG6
endothelial cell,T cell,ICAM1_SPN,135,endothelial cell_T cell_ICAM1_SPN
dendritic cell,macrophage,PLAU_PLAUR,135,dendritic cell_macrophage_PLAU_PLAUR
mast cell,endothelial cell,VEGFC_VEGFR2,135,mast cell_endothelial cell_VEGFC_VEGFR2
fat cell,endothelial cell,COMP_CD47,135,fat cell_endothelial cell_COMP_CD47
fat cell,fat cell,COMP_CD47,135,fat cell_fat cell_COMP_CD47
Tumor,Tumor,THBS2_CD47,135,Tumor_Tumor_THBS2_CD47
fibroblast,monocyte,CD99_PILRA,134,fibroblast_monocyte_CD99_PILRA
fat cell,pericyte,WNT5A_FZD4,134,fat cell_pericyte_WNT5A_FZD4
mast cell,dendritic cell,PECAM1_PECAM1,134,mast cell_dendritic cell_PECAM1_PECAM1
Tumor,T cell,COL4A1_CD44,134,Tumor_T cell_COL4A1_CD44
macrophage,endothelial cell,WNT5A_FZD4,133,macrophage_endothelial cell_WNT5A_FZD4
fibroblast,Tumor,APP_TNFRSF21,133,fibroblast_Tumor_APP_TNFRSF21
B cell,pericyte,GRN_SORT1,133,B cell_pericyte_GRN_SORT1
macrophage,fat cell,CD99_CD99,133,macrophage_fat cell_CD99_CD99
pericyte,B cell,CD99_CD99,133,pericyte_B cell_CD99_CD99
muscle cell,B cell,JAG1_NOTCH2,133,muscle cell_B cell_JAG1_NOTCH2
mast cell,monocyte,COL4A2_CD44,133,mast cell_monocyte_COL4A2_CD44
endothelial cell,mast cell,PDGFD_PDGFRB,133,endothelial cell_mast cell_PDGFD_PDGFRB
macrophage,endothelial cell,COMP_CD36,133,macrophage_endothelial cell_COMP_CD36
pericyte,Tumor,PROS1_AXL,133,pericyte_Tumor_PROS1_AXL
endothelial cell,muscle cell,SELE_CD44,133,endothelial cell_muscle cell_SELE_CD44
pericyte,endothelial cell,ANGPTL4_SDC2,133,pericyte_endothelial cell_ANGPTL4_SDC2
fat cell,dendritic cell,COMP_CD47,132,fat cell_dendritic cell_COMP_CD47
endothelial cell,dendritic cell,LGALS9_HAVCR2,132,endothelial cell_dendritic cell_LGALS9_HAVCR2
endothelial cell,monocyte,F11R_F11R,132,endothelial cell_monocyte_F11R_F11R
dendritic cell,endothelial cell,PTPRM_PTPRM,132,dendritic cell_endothelial cell_PTPRM_PTPRM
Tumor,macrophage,LAMC2_CD44,132,Tumor_macrophage_LAMC2_CD44
mast cell,pericyte,JAG1_NOTCH1,132,mast cell_pericyte_JAG1_NOTCH1
fat cell,fibroblast,SDC2_ADGRA2,132,fat cell_fibroblast_SDC2_ADGRA2
endothelial cell,T cell,PECAM1_PECAM1,132,endothelial cell_T cell_PECAM1_PECAM1
monocyte,monocyte,LGALS9_P4HB,132,monocyte_monocyte_LGALS9_P4HB
pericyte,monocyte,SEMA4C_PLXNB2,132,pericyte_monocyte_SEMA4C_PLXNB2
muscle cell,macrophage,PROS1_AXL,132,muscle cell_macrophage_PROS1_AXL
endothelial cell,neutrophil,CD46_JAG1,132,endothelial cell_neutrophil_CD46_JAG1
dendritic cell,endothelial cell,SEMA4D_PLXNB2,132,dendritic cell_endothelial cell_SEMA4D_PLXNB2
monocyte,macrophage,GAS6_MERTK,132,monocyte_macrophage_GAS6_MERTK
muscle cell,macrophage,COMP_CD47,132,muscle cell_macrophage_COMP_CD47
fibroblast,dendritic cell,COMP_CD47,132,fibroblast_dendritic cell_COMP_CD47
dendritic cell,macrophage,ANGPTL2_TLR4,131,dendritic cell_macrophage_ANGPTL2_TLR4
endothelial cell,dendritic cell,MPZL1_MPZL1,131,endothelial cell_dendritic cell_MPZL1_MPZL1
muscle cell,pericyte,PDGFA_PDGFRA,131,muscle cell_pericyte_PDGFA_PDGFRA
endothelial cell,fibroblast,MPZ_MPZL1,131,endothelial cell_fibroblast_MPZ_MPZL1
T cell,muscle cell,GZMA_F2R,131,T cell_muscle cell_GZMA_F2R
fibroblast,muscle cell,JAG1_NOTCH1,131,fibroblast_muscle cell_JAG1_NOTCH1
T cell,B cell,SEMA4D_PLXNB2,131,T cell_B cell_SEMA4D_PLXNB2
muscle cell,dendritic cell,JAG1_NOTCH1,131,muscle cell_dendritic cell_JAG1_NOTCH1
neutrophil,macrophage,THBS1_CD36,131,neutrophil_macrophage_THBS1_CD36
macrophage,Tumor,CD209_CEACAM1,131,macrophage_Tumor_CD209_CEACAM1
endothelial cell,dendritic cell,MPZ_MPZL1,131,endothelial cell_dendritic cell_MPZ_MPZL1
fibroblast,pericyte,JAM3_JAM3,131,fibroblast_pericyte_JAM3_JAM3
endothelial cell,pericyte,COMP_CD36,131,endothelial cell_pericyte_COMP_CD36
fat cell,fat cell,JAM3_JAM3,131,fat cell_fat cell_JAM3_JAM3
fibroblast,endothelial cell,VEGFC_VEGFR2R3,130,fibroblast_endothelial cell_VEGFC_VEGFR2R3
dendritic cell,dendritic cell,IL16_CD4,130,dendritic cell_dendritic cell_IL16_CD4
fibroblast,monocyte,COMP_CD47,130,fibroblast_monocyte_COMP_CD47
pericyte,macrophage,ANGPTL2_PIRB,130,pericyte_macrophage_ANGPTL2_PIRB
pericyte,neutrophil,GAS6_MERTK,130,pericyte_neutrophil_GAS6_MERTK
dendritic cell,pericyte,LAMC1_CD44,130,dendritic cell_pericyte_LAMC1_CD44
fat cell,T cell,PECAM1_CD38,130,fat cell_T cell_PECAM1_CD38
muscle cell,mast cell,JAG1_NOTCH1,130,muscle cell_mast cell_JAG1_NOTCH1
fibroblast,endothelial cell,VEGFC_VEGFR3,130,fibroblast_endothelial cell_VEGFC_VEGFR3
pericyte,fibroblast,PLAU_PLAUR,130,pericyte_fibroblast_PLAU_PLAUR
fibroblast,endothelial cell,VEGFC_VEGFR2,130,fibroblast_endothelial cell_VEGFC_VEGFR2
neutrophil,Tumor,LGALS9_P4HB,130,neutrophil_Tumor_LGALS9_P4HB
pericyte,neutrophil,PDGFA_PDGFRB,130,pericyte_neutrophil_PDGFA_PDGFRB
T cell,fibroblast,SEMA4D_PLXNB2,130,T cell_fibroblast_SEMA4D_PLXNB2
pericyte,fibroblast,JAM3_JAM3,130,pericyte_fibroblast_JAM3_JAM3
pericyte,pericyte,LAMA3_DAG1,130,pericyte_pericyte_LAMA3_DAG1
fibroblast,endothelial cell,JAG1_NOTCH3,130,fibroblast_endothelial cell_JAG1_NOTCH3
fat cell,muscle cell,GAS6_AXL,130,fat cell_muscle cell_GAS6_AXL
mast cell,endothelial cell,VEGFC_VEGFR2R3,129,mast cell_endothelial cell_VEGFC_VEGFR2R3
neutrophil,pericyte,GAS6_AXL,129,neutrophil_pericyte_GAS6_AXL
pericyte,neutrophil,GJC1_GJA1,129,pericyte_neutrophil_GJC1_GJA1
pericyte,dendritic cell,PTPRM_PTPRM,129,pericyte_dendritic cell_PTPRM_PTPRM
B cell,macrophage,APP_SORL1,129,B cell_macrophage_APP_SORL1
Tumor,endothelial cell,JAG1_NOTCH4,129,Tumor_endothelial cell_JAG1_NOTCH4
dendritic cell,dendritic cell,F11R_F11R,129,dendritic cell_dendritic cell_F11R_F11R
Tumor,macrophage,COL4A2_CD44,129,Tumor_macrophage_COL4A2_CD44
fibroblast,Tumor,PLAU_PLAUR,129,fibroblast_Tumor_PLAU_PLAUR
Tumor,macrophage,CD99_CD99,129,Tumor_macrophage_CD99_CD99
endothelial cell,monocyte,ANGPTL2_PIRB,129,endothelial cell_monocyte_ANGPTL2_PIRB
mast cell,endothelial cell,VEGFC_VEGFR3,129,mast cell_endothelial cell_VEGFC_VEGFR3
fat cell,natural killer cell,COL4A2_CD44,129,fat cell_natural killer cell_COL4A2_CD44
neutrophil,endothelial cell,PLAU_PLAUR,129,neutrophil_endothelial cell_PLAU_PLAUR
endothelial cell,dendritic cell,CD55_ADGRE5,129,endothelial cell_dendritic cell_CD55_ADGRE5
endothelial cell,T cell,DLL4_NOTCH1,128,endothelial cell_T cell_DLL4_NOTCH1
T cell,dendritic cell,SEMA4D_PLXNB2,128,T cell_dendritic cell_SEMA4D_PLXNB2
Tumor,endothelial cell,JAM3_F11R,128,Tumor_endothelial cell_JAM3_F11R
Tumor,dendritic cell,FGF2_FGFR1,128,Tumor_dendritic cell_FGF2_FGFR1
dendritic cell,muscle cell,COL4A1_CD44,128,dendritic cell_muscle cell_COL4A1_CD44
mast cell,endothelial cell,COMP_CD36,128,mast cell_endothelial cell_COMP_CD36
endothelial cell,macrophage,ANGPTL2_PIRB,128,endothelial cell_macrophage_ANGPTL2_PIRB
mast cell,T cell,CD99_CD99,127,mast cell_T cell_CD99_CD99
muscle cell,natural killer cell,LAMC1_CD44,127,muscle cell_natural killer cell_LAMC1_CD44
fat cell,natural killer cell,COL4A1_CD44,127,fat cell_natural killer cell_COL4A1_CD44
T cell,T cell,THY1_ADGRE5,127,T cell_T cell_THY1_ADGRE5
fat cell,Tumor,CXCL12_ACKR3,127,fat cell_Tumor_CXCL12_ACKR3
pericyte,fat cell,GAS6_AXL,127,pericyte_fat cell_GAS6_AXL
muscle cell,dendritic cell,CXCL12_CXCR4,127,muscle cell_dendritic cell_CXCL12_CXCR4
dendritic cell,macrophage,PECAM1_CD38,127,dendritic cell_macrophage_PECAM1_CD38
B cell,Tumor,CD96_PVR,127,B cell_Tumor_CD96_PVR
mast cell,fat cell,CD99_CD99,126,mast cell_fat cell_CD99_CD99
T cell,endothelial cell,SELPLG_SELP,126,T cell_endothelial cell_SELPLG_SELP
endothelial cell,neutrophil,GAS6_AXL,126,endothelial cell_neutrophil_GAS6_AXL
dendritic cell,muscle cell,COL4A2_CD44,126,dendritic cell_muscle cell_COL4A2_CD44
dendritic cell,mast cell,LGALS9_P4HB,126,dendritic cell_mast cell_LGALS9_P4HB
fat cell,Tumor,GAS6_AXL,126,fat cell_Tumor_GAS6_AXL
macrophage,T cell,THBS1_CD47,126,macrophage_T cell_THBS1_CD47
muscle cell,neutrophil,GAS6_MERTK,125,muscle cell_neutrophil_GAS6_MERTK
muscle cell,neutrophil,CD99_CD99,125,muscle cell_neutrophil_CD99_CD99
muscle cell,Tumor,COMP_CD47,125,muscle cell_Tumor_COMP_CD47
dendritic cell,endothelial cell,THBS2_CD36,125,dendritic cell_endothelial cell_THBS2_CD36
fibroblast,pericyte,WNT5A_FZD4,125,fibroblast_pericyte_WNT5A_FZD4
pericyte,dendritic cell,PDGFA_PDGFRA,125,pericyte_dendritic cell_PDGFA_PDGFRA
fibroblast,neutrophil,THY1_ADGRE5,125,fibroblast_neutrophil_THY1_ADGRE5
monocyte,monocyte,SEMA4D_PLXNB2,125,monocyte_monocyte_SEMA4D_PLXNB2
macrophage,fat cell,CXCL12_CXCR4,125,macrophage_fat cell_CXCL12_CXCR4
fibroblast,Tumor,COL4A1_CD44,125,fibroblast_Tumor_COL4A1_CD44
fat cell,neutrophil,COMP_CD47,125,fat cell_neutrophil_COMP_CD47
