partner_A	partner_B	ligand_genes	receptor_genes	classification	directionality	id_cp_interaction
1595	473	DDC	HTR2C	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS029E9BA69
1616	1621	SLC18A1_TPH1	HTR3A_HTR3B_HTR3C_HTR3D_HTR3E	Signaling by Serotonin	Ligand-Receptor	CPI-CC05FBC3704
1619	1621	SLC18A1_TPH2	HTR3A_HTR3B_HTR3C_HTR3D_HTR3E	Signaling by Serotonin	Ligand-Receptor	CPI-CC0A803E68B
1617	1621	SLC18A2_TPH1	HTR3A_HTR3B_HTR3C_HTR3D_HTR3E	Signaling by Serotonin	Ligand-Receptor	CPI-CC05A3A561B
1620	1621	SLC18A2_TPH2	HTR3A_HTR3B_HTR3C_HTR3D_HTR3E	Signaling by Serotonin	Ligand-Receptor	CPI-CC04B128599
1615	1621	SLC6A4_TPH1	HTR3A_HTR3B_HTR3C_HTR3D_HTR3E	Signaling by Serotonin	Ligand-Receptor	CPI-CC0859F6623
1618	1621	SLC6A4_TPH2	HTR3A_HTR3B_HTR3C_HTR3D_HTR3E	Signaling by Serotonin	Ligand-Receptor	CPI-CC0CC5AE42D
1616	751	SLC18A1_TPH1	HTR4	Signaling by Serotonin	Ligand-Receptor	CPI-CS00A17284C
1619	751	SLC18A1_TPH2	HTR4	Signaling by Serotonin	Ligand-Receptor	CPI-CS09068835B
1617	751	SLC18A2_TPH1	HTR4	Signaling by Serotonin	Ligand-Receptor	CPI-CS00CB2214E
1620	751	SLC18A2_TPH2	HTR4	Signaling by Serotonin	Ligand-Receptor	CPI-CS0233F2354
1615	751	SLC6A4_TPH1	HTR4	Signaling by Serotonin	Ligand-Receptor	CPI-CS07C8BD0AD
1618	751	SLC6A4_TPH2	HTR4	Signaling by Serotonin	Ligand-Receptor	CPI-CS0DC68F1EA
1595	751	DDC	HTR4	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS07508694A
1616	606	SLC18A1_TPH1	HTR5A	Signaling by Serotonin	Ligand-Receptor	CPI-CS0A3252712
1619	606	SLC18A1_TPH2	HTR5A	Signaling by Serotonin	Ligand-Receptor	CPI-CS03FD72BE3
1617	606	SLC18A2_TPH1	HTR5A	Signaling by Serotonin	Ligand-Receptor	CPI-CS049727103
1620	606	SLC18A2_TPH2	HTR5A	Signaling by Serotonin	Ligand-Receptor	CPI-CS031EF306F
1615	606	SLC6A4_TPH1	HTR5A	Signaling by Serotonin	Ligand-Receptor	CPI-CS0C940A01C
1618	606	SLC6A4_TPH2	HTR5A	Signaling by Serotonin	Ligand-Receptor	CPI-CS073E2DB34
1595	606	DDC	HTR5A	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS008E4E6F9
1616	631	SLC18A1_TPH1	HTR6	Signaling by Serotonin	Ligand-Receptor	CPI-CS015ABE3B7
1619	631	SLC18A1_TPH2	HTR6	Signaling by Serotonin	Ligand-Receptor	CPI-CS0CD8CD69F
1617	631	SLC18A2_TPH1	HTR6	Signaling by Serotonin	Ligand-Receptor	CPI-CS08693CE9D
1620	631	SLC18A2_TPH2	HTR6	Signaling by Serotonin	Ligand-Receptor	CPI-CS0127C534E
1615	631	SLC6A4_TPH1	HTR6	Signaling by Serotonin	Ligand-Receptor	CPI-CS0E1FA61C2
1618	631	SLC6A4_TPH2	HTR6	Signaling by Serotonin	Ligand-Receptor	CPI-CS0A8304090
1595	631	DDC	HTR6	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS0B2FF628F
1616	529	SLC18A1_TPH1	HTR7	Signaling by Serotonin	Ligand-Receptor	CPI-CS0F1FE8541
1619	529	SLC18A1_TPH2	HTR7	Signaling by Serotonin	Ligand-Receptor	CPI-CS05EB7549F
1617	529	SLC18A2_TPH1	HTR7	Signaling by Serotonin	Ligand-Receptor	CPI-CS059692236
1620	529	SLC18A2_TPH2	HTR7	Signaling by Serotonin	Ligand-Receptor	CPI-CS0778BF832
1615	529	SLC6A4_TPH1	HTR7	Signaling by Serotonin	Ligand-Receptor	CPI-CS091CE4B74
1618	529	SLC6A4_TPH2	HTR7	Signaling by Serotonin	Ligand-Receptor	CPI-CS08EFEF89B
1595	529	DDC	HTR7	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS062F16E86
1595	420	DDC	DRD1	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS0AB91708D
1634	420	DDC_SLC18A1	DRD1	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS05C6641C3
1635	420	DDC_SLC18A2	DRD1	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS04B5BF177
1633	420	DDC_SLC6A3	DRD1	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS09E4953BB
1595	348	DDC	DRD2	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS075E4969A
1634	348	DDC_SLC18A1	DRD2	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS07EDF2E81
1635	348	DDC_SLC18A2	DRD2	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS0795A8A7A
1633	348	DDC_SLC6A3	DRD2	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS0CBA297C7
1595	544	DDC	DRD3	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS0E5E6A50E
1634	544	DDC_SLC18A1	DRD3	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS0DEA717AA
1635	544	DDC_SLC18A2	DRD3	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS02C89A362
1633	544	DDC_SLC6A3	DRD3	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS0130E63E9
1595	428	DDC	DRD4	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS0682222D2
1634	428	DDC_SLC18A1	DRD4	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS0398DD932
1635	428	DDC_SLC18A2	DRD4	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS039F33B17
1633	428	DDC_SLC6A3	DRD4	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS01A3157EB
1595	429	DDC	DRD5	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS0A0936BD6
1634	429	DDC_SLC18A1	DRD5	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS01EE6EF03
1635	429	DDC_SLC18A2	DRD5	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS017E74D3E
1633	429	DDC_SLC6A3	DRD5	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS063480C92
1595	599	DDC	HTR3A	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS07DA64534
1595	127	DDC	HTR3B	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS0EA8C2964
1595	885	DDC	HTR3C	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS033DE552A
1595	836	DDC	HTR3D	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS0F8F5E52C
1595	32	DDC	HTR3E	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS096413347
1631	1315	DDC	TAAR1	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS0FC56FE03
1312	1280	SLITRK4	OLR1	Signaling by SLIT and NTRK-like protein	Ligand-Receptor	CPI-SS0D08E949F
110	1062	SLIT1	ROBO1	Signaling by SLIT and NTRK-like protein	Ligand-Receptor	CPI-SS027028983
121	1062	SLIT2	ROBO1	Signaling by SLIT and NTRK-like protein	Ligand-Receptor	CPI-SS0A932EB77
121	977	SLIT2	ROBO2	Signaling by SLIT and NTRK-like protein	Ligand-Receptor	CPI-SS0D0235DCE
43	498	CORT	SSTR1	Signaling by Somatostatin	Ligand-Receptor	CPI-SS06CE0CF64
679	498	SST	SSTR1	Signaling by Somatostatin	Ligand-Receptor	CPI-SS0A512249D
43	499	CORT	SSTR2	Signaling by Somatostatin	Ligand-Receptor	CPI-SS0C272BD3D
679	499	SST	SSTR2	Signaling by Somatostatin	Ligand-Receptor	CPI-SS0FE594C97
43	519	CORT	SSTR3	Signaling by Somatostatin	Ligand-Receptor	CPI-SS0AB20B9AD
679	519	SST	SSTR3	Signaling by Somatostatin	Ligand-Receptor	CPI-SS05A3441B9
43	507	CORT	SSTR4	Signaling by Somatostatin	Ligand-Receptor	CPI-SS008509DBD
679	507	SST	SSTR4	Signaling by Somatostatin	Ligand-Receptor	CPI-SS098B7BE0A
43	537	CORT	SSTR5	Signaling by Somatostatin	Ligand-Receptor	CPI-SS0A7FB677C
679	537	SST	SSTR5	Signaling by Somatostatin	Ligand-Receptor	CPI-SS0F80E4C8B
169	311	GH1	GHR	Signaling by Somatostatin	Ligand-Receptor	CPI-SS0ACD3CCEE
170	311	GH2	GHR	Signaling by Somatostatin	Ligand-Receptor	CPI-SS0DB45E7DF
781	1576	SHH	BOC_PTCH2	Signaling by Sonic hedgehog	Ligand-Receptor	CPI-SC04220334A
781	1577	SHH	CDON_PTCH2	Signaling by Sonic hedgehog	Ligand-Receptor	CPI-SC0351D1E88
781	1578	SHH	GAS1_PTCH2	Signaling by Sonic hedgehog	Ligand-Receptor	CPI-SC054175DCB
1306	1163	SDC1	ADGRA2	Signaling by Syndecan	Ligand-Receptor	CPI-SS0D60A535B
1307	1163	SDC2	ADGRA2	Signaling by Syndecan	Ligand-Receptor	CPI-SS0D681D90E
1523	1163	ITGAV_ITGB3	ADGRA2	Signaling by Integrin	Ligand-Receptor	CPI-CS0A0368BF0
404	454	TAC1	TACR1	Signaling by Tachykinins	Ligand-Receptor	CPI-SS02A8BD654
1027	454	TAC3	TACR1	Signaling by Tachykinins	Ligand-Receptor	CPI-SS0CDDDEE9F
404	415	TAC1	TACR2	Signaling by Tachykinins	Ligand-Receptor	CPI-SS061ED1543
1027	415	TAC3	TACR2	Signaling by Tachykinins	Ligand-Receptor	CPI-SS0C9A68B24
404	485	TAC1	TACR3	Signaling by Tachykinins	Ligand-Receptor	CPI-SS015B70BF9
1027	485	TAC3	TACR3	Signaling by Tachykinins	Ligand-Receptor	CPI-SS0F5177C81
5	123	TAFA5	S1PR2	Signaling by TAFA	Ligand-Receptor	CPI-SS0E91D96D7
1323	1164	TAX1BP3	ADGRB1	Signaling by Thromboxane	Ligand-Receptor	CPI-SS06CF1662B
1524	1164	ITGAV_ITGB5	ADGRB1	Signaling by Integrin	Ligand-Receptor	CPI-CS0661098EC
1289	1164	RTN4R	ADGRB1		Ligand-Receptor	CPI-SS0F4EF9618
1323	1165	TAX1BP3	ADGRB2	Signaling by Thromboxane	Ligand-Receptor	CPI-SS01080B145
1606	422	TBXAS1	TBXA2R	Signaling by Thromboxane	Ligand-Receptor	CPI-CS0D01AFCC7
224	1167	THY1	ADGRE2	Adhesion by antigen THY1	Adhesion-Adhesion	CPI-SS0F0492F71
1522	1167	ITGAV_ITGB1	ADGRE2	Signaling by Integrin	Ligand-Receptor	CPI-CS0F34D034A
1523	1167	ITGAV_ITGB3	ADGRE2	Signaling by Integrin	Ligand-Receptor	CPI-CS079C9111D
215	1045	TF	TFR2	Signaling by Transferrin	Ligand-Receptor	CPI-SS0A6D0C1BA
215	214	TF	TFRC	Signaling by Transferrin	Ligand-Receptor	CPI-SS0E0098222
1349	214	HFE	TFRC		Ligand-Receptor	CPI-SS0FF0C7449
156	1602	TGFB1	ACVR1_TGFBR2	Signaling by Transforming growth factor	Ligand-Receptor	CPI-SC01AADFEB3
681	1602	TGFB2	ACVR1_TGFBR2	Signaling by Transforming growth factor	Ligand-Receptor	CPI-SC0F36DD437
306	1602	TGFB3	ACVR1_TGFBR2	Signaling by Transforming growth factor	Ligand-Receptor	CPI-SC074D3FFBC
156	1601	TGFB1	TGFBR1_TGFBR2	Signaling by Transforming growth factor	Ligand-Receptor	CPI-SC0DABCC4B5
681	1601	TGFB2	TGFBR1_TGFBR2	Signaling by Transforming growth factor	Ligand-Receptor	CPI-SC070741884
306	1601	TGFB3	TGFBR1_TGFBR2	Signaling by Transforming growth factor	Ligand-Receptor	CPI-SC051FC855D
156	713	TGFB1	TGFBR3	Signaling by Transforming growth factor	Ligand-Receptor	CPI-SS085EE60B1
681	713	TGFB2	TGFBR3	Signaling by Transforming growth factor	Ligand-Receptor	CPI-SS0178F5C45
306	713	TGFB3	TGFBR3	Signaling by Transforming growth factor	Ligand-Receptor	CPI-SS0D46E2B45
435	713	FGFR4	TGFBR3		Receptor-Receptor	CPI-SS0D62FB89C
306	1526	TGFB3	ITGAV_ITGB8	Signaling by Transforming growth factor	Ligand-Receptor	CPI-SC0202406F0
1610	16	DIO3_TG	THRA	Signaling by Triiodothyronine	Ligand-Receptor	CPI-CS05092CCAC
1610	24	DIO3_TG	THRB	Signaling by Triiodothyronine	Ligand-Receptor	CPI-CS0C2BD6C6B
1542	24	TPO	THRB		Ligand-Receptor	CPI-CS0245870E9
842	895	BTLA	TNFRSF14	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS08330207B
140	895	CD160	TNFRSF14	Signaling by Tumor necrosis factor	Adhesion-Adhesion	CPI-SS0879B8E95
180	895	LTA	TNFRSF14	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS0110361CB
86	895	TNFSF14	TNFRSF14	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS019C98396
609	455	FASLG	FAS	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS0D168412F
609	131	FASLG	TNFRSF6B	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS0943099D6
86	131	TNFSF14	TNFRSF6B	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS0B9DC75DD
124	131	TNFSF15	TNFRSF6B	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS029C6E8FA
180	395	LTA	TNFRSF1A	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS084BE3E4B
181	395	TNF	TNFRSF1A	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS04B4619D0
180	403	LTA	TNFRSF1B	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS07D9A48A2
181	403	TNF	TNFRSF1B	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS0E7D5974D
632	42	TNFSF10	TNFRSF10A	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS085A1A34C
632	63	TNFSF10	TNFRSF10B	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS001865B32
632	67	TNFSF10	TNFRSF10C	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS053CE866E
632	1019	TNFSF10	TNFRSF10D	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS095E52E66
632	49	TNFSF10	TNFRSF11B	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS05A3055C3
65	49	TNFSF11	TNFRSF11B	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS0F83BE97B
65	1063	TNFSF11	TNFRSF11A	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS0ED2573CA
84	981	TNFSF12	TNFRSF12A	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS02EF3E1BA
84	896	TNFSF12	TNFRSF25	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS079DDF890
124	896	TNFSF15	TNFRSF25	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS0B0CF0EDF
120	68	TNFSF13	TNFRSF13B	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS06BA9088E
1050	68	TNFSF13B	TNFRSF13B	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS07FEEF0C3
120	706	TNFSF13	TNFRSF17	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS0B89DD8C1
1050	706	TNFSF13B	TNFRSF17	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS018FE2F97
1050	916	TNFSF13B	TNFRSF13C	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS0247B3C14
1043	1057	TNFSF18	TNFRSF18	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS0FF51A757
442	590	TNFSF4	TNFRSF4	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS04456F441
524	478	TNFSF8	TNFRSF8	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS084306E19
573	724	TNFSF9	TNFRSF9	Signaling by Tumor necrosis factor	Ligand-Receptor	CPI-SS0431D2256
130	1033	UTS2	UTS2R	Signaling by Urocortin/Urotensin	Ligand-Receptor	CPI-SS033C67295
837	1033	UTS2B	UTS2R	Signaling by Urocortin/Urotensin	Ligand-Receptor	CPI-SS0706A559F
360	548	VEGFA	KDR	Signaling by Vascular endothelial growth factor	Ligand-Receptor	CPI-SS0C03F7CDC
627	548	VEGFC	KDR	Signaling by Vascular endothelial growth factor	Ligand-Receptor	CPI-SS0EC8C81E0
92	548	VEGFD	KDR	Signaling by Vascular endothelial growth factor	Ligand-Receptor	CPI-SS0EBA5A4D8
627	547	VEGFC	FLT4	Signaling by Vascular endothelial growth factor	Ligand-Receptor	CPI-SS005572B52
92	547	VEGFD	FLT4	Signaling by Vascular endothelial growth factor	Ligand-Receptor	CPI-SS0D883FFF1
122	1530	DKK1	KREMEN2_LRP6	Signaling by WNT inhibition	Ligand-Receptor	CPI-SC040194150
1020	1530	DKK2	KREMEN2_LRP6	Signaling by WNT inhibition	Ligand-Receptor	CPI-SC0DA910DD5
228	138	WNT1	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS08D5BE130
142	138	WNT11	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0672B7F35
1022	138	WNT16	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0E27F8FC9
289	138	WNT2	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS09F9914EE
897	138	WNT2B	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS040DBE4BA
668	138	WNT3	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS04FD5CAA2
669	138	WNT3A	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0084A1684
670	138	WNT4	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0568E47E6
572	138	WNT5A	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS067D03CAF
958	138	WNT5B	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0930ADC94
1061	138	WNT6	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0B2847CB4
60	138	WNT7A	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS074152505
671	138	WNT7B	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS004B391EE
957	138	WNT8A	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0705AA2B9
898	138	WNT8B	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0083EFD70
69	138	WNT9A	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS00C692486
70	138	WNT9B	CER1	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS05606F8F5
228	892	WNT1	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0961DD05D
953	892	WNT10A	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0BAA8AA30
142	892	WNT11	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS01072357C
1022	892	WNT16	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS075B13211
289	892	WNT2	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS02704D1B8
897	892	WNT2B	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0786D3749
668	892	WNT3	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0A10C2A8F
669	892	WNT3A	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0CCE526F7
670	892	WNT4	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0EE63435D
572	892	WNT5A	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS007954822
958	892	WNT5B	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS05C7CF827
1061	892	WNT6	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0BD98A044
60	892	WNT7A	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0123EE122
671	892	WNT7B	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS03BC3A729
957	892	WNT8A	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0D184698A
898	892	WNT8B	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS02C404F4D
69	892	WNT9A	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0EBBBD522
70	892	WNT9B	FRZB	Signaling by WNT inhibition	Ligand-Ligand	CPI-SS0AC8C45C5
228	1440	WNT1	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC036120F96
953	1440	WNT10A	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0152439C2
142	1440	WNT11	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0744403E1
1022	1440	WNT16	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC04B4CB182
289	1440	WNT2	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0D5C7F2EB
897	1440	WNT2B	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC086EAFF18
668	1440	WNT3	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC01A9C52E5
669	1440	WNT3A	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC03170177A
670	1440	WNT4	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC094731290
958	1440	WNT5B	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0F416B44F
1061	1440	WNT6	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0B7534B27
60	1440	WNT7A	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC073C44F4A
671	1440	WNT7B	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC029073BCD
957	1440	WNT8A	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0F2C233F1
898	1440	WNT8B	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC061770B43
69	1440	WNT9A	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0F16DF8F0
70	1440	WNT9B	FZD1_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0318621C2
228	1441	WNT1	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0DBDDA697
953	1441	WNT10A	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0065F5B8A
142	1441	WNT11	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0735548E0
1022	1441	WNT16	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC07B9CD502
289	1441	WNT2	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC041A30C3B
897	1441	WNT2B	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC04091DFF6
668	1441	WNT3	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC02CD1EEDE
669	1441	WNT3A	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0B7D84FC7
670	1441	WNT4	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC047C4B365
958	1441	WNT5B	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC056F0C465
1061	1441	WNT6	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0750A0484
60	1441	WNT7A	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC019E7AAA2
671	1441	WNT7B	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC03A2FEB5C
957	1441	WNT8A	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0B94370C2
898	1441	WNT8B	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0E6761C90
69	1441	WNT9A	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0552DC1E5
70	1441	WNT9B	FZD1_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0199BFBB3
228	1442	WNT1	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC095AB303B
142	1442	WNT11	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC07B7E6361
1022	1442	WNT16	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0A49C6C7E
289	1442	WNT2	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC00BD4551E
897	1442	WNT2B	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0A81AF307
668	1442	WNT3	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC050F278B4
669	1442	WNT3A	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC051E1E7D7
670	1442	WNT4	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0D6D44FE1
572	1442	WNT5A	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0E0F34C9F
958	1442	WNT5B	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0B18D6471
1061	1442	WNT6	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0E713417E
60	1442	WNT7A	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0EB5D8E44
671	1442	WNT7B	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC01EBF0CE9
957	1442	WNT8A	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0E5BBC28B
898	1442	WNT8B	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC090AC04CE
69	1442	WNT9A	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC0C644006E
70	1442	WNT9B	FZD10_LRP5	Signaling by WNT	Ligand-Receptor	CPI-SC094C611B7
228	1443	WNT1	FZD10_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0DAEAA93B
142	1443	WNT11	FZD10_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC00A8BC9AA
1022	1443	WNT16	FZD10_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC00A87321E
289	1443	WNT2	FZD10_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0FDB82036
897	1443	WNT2B	FZD10_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC07B51ACC4
668	1443	WNT3	FZD10_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC07AB82EAB
669	1443	WNT3A	FZD10_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0114AE598
670	1443	WNT4	FZD10_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC023CE19F9
572	1443	WNT5A	FZD10_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0EE5FCF62
958	1443	WNT5B	FZD10_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC07FD56C95
1061	1443	WNT6	FZD10_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC09AD2A6B8
60	1443	WNT7A	FZD10_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0D19712B9
671	1443	WNT7B	FZD10_LRP6	Signaling by WNT	Ligand-Receptor	CPI-SC0DD16A7D0
