interaction_key,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,sum_across_punches
neutrophil_macrophage_GAS6_MERTK,0,12,0,15,10,9,13,0,11,0,0,0,11,10,8,2,8,0,6,0,0,0,0,5,0,0,0,11,12,0,15,16,16,0,16,0,0,0,0,0,0,17,7,0,16,0,9,11,11,5,0,22,17,20,14,0,10,0,0,15,8,0,0,0,18,406
muscle cell_Tumor_JAG1_NOTCH2,0,16,14,19,7,8,17,0,0,0,21,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,16,17,20,15,0,0,0,0,0,0,11,8,11,8,0,0,0,19,0,0,9,0,19,20,18,16,0,0,0,0,27,0,0,0,0,25,405
pericyte_muscle cell_CD46_JAG1,0,19,0,20,12,13,21,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,30,20,17,0,0,0,0,0,0,0,20,23,17,0,0,0,20,0,14,8,0,18,21,16,17,0,0,0,0,19,0,0,0,0,19,404
endothelial cell_Tumor_LGALS9_CD44,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,31,30,31,31,32,0,0,0,0,32,0,0,0,0,43,404
endothelial cell_neutrophil_CD99_CD99,0,22,0,30,0,0,0,0,0,0,0,0,14,0,6,0,0,0,9,0,0,0,11,11,0,0,6,0,0,0,29,20,0,0,0,0,0,0,0,0,0,21,16,0,0,0,0,0,0,15,14,38,22,27,18,0,5,0,0,11,15,15,14,13,0,402
pericyte_muscle cell_PDGFA_PDGFRA,0,19,0,20,12,13,21,12,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,25,30,0,17,0,13,0,0,0,0,0,0,0,0,14,19,0,20,0,14,0,14,0,21,16,17,0,0,0,0,19,0,0,0,0,19,402
endothelial cell_fat cell_THBS1_CD47,0,30,0,33,12,10,33,0,0,0,0,0,5,0,7,0,0,0,0,12,0,0,8,9,0,0,0,0,0,39,31,28,0,0,13,0,0,0,0,0,0,25,19,13,0,9,22,0,0,0,0,31,0,0,0,0,0,0,0,0,13,0,0,0,0,402
pericyte_T cell_THY1_ADGRE5,0,11,0,12,7,7,10,5,0,10,0,5,4,5,4,5,4,0,6,9,4,5,0,6,7,4,3,7,8,0,14,9,11,8,12,0,0,0,0,0,12,15,10,9,9,6,10,0,0,8,5,10,11,12,10,0,0,4,10,14,4,9,5,11,14,400
fat cell_endothelial cell_SDC2_ADGRA2,0,26,0,32,7,13,23,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,29,23,24,19,4,6,0,0,3,0,0,9,12,7,10,5,0,13,0,0,6,13,20,22,0,15,0,0,0,0,8,0,0,0,0,15,399
macrophage_pericyte_PECAM1_PECAM1,0,17,0,15,0,9,12,0,0,5,5,7,0,3,0,0,0,0,0,10,1,0,9,2,0,0,0,6,6,21,16,14,7,4,8,0,0,0,0,0,19,15,9,8,11,5,9,4,16,0,5,11,12,17,13,0,9,0,0,11,5,12,8,12,11,399
macrophage_pericyte_LGALS9_P4HB,0,17,0,15,7,9,12,0,0,0,5,7,6,0,0,3,0,0,0,10,0,2,9,0,6,0,0,6,6,21,16,14,7,0,8,0,0,0,0,0,19,15,9,8,11,5,9,4,16,0,0,11,12,17,13,0,9,0,0,11,0,12,8,12,11,398
Tumor_pericyte_ANGPTL4_SDC2,0,18,16,22,0,0,21,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,26,0,9,0,0,0,0,4,17,23,14,15,16,0,33,0,0,0,0,0,0,0,0,0,0,10,14,29,0,13,9,0,26,397
pericyte_Tumor_THBS1_SDC4,0,22,0,25,0,0,23,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,22,0,0,0,0,0,0,0,11,0,0,0,20,0,0,0,0,0,0,26,23,20,27,23,0,0,0,23,32,0,0,0,0,26,396
endothelial cell_endothelial cell_PLAU_PLAUR,0,0,0,0,0,0,0,0,0,27,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,16,5,0,12,9,28,0,34,31,0,0,0,0,18,42,0,0,0,44,46,0,0,0,0,0,0,0,0,0,0,0,396
endothelial cell_dendritic cell_THY1_ADGRE5,0,26,0,22,21,9,22,10,0,0,0,0,0,12,8,8,0,0,0,0,12,7,0,0,0,0,0,0,0,0,28,23,0,0,13,0,0,0,0,0,9,18,0,0,0,0,18,0,0,0,0,33,33,0,0,0,0,4,6,11,14,0,0,0,29,396
Tumor_macrophage_GAS6_AXL,0,13,7,12,4,8,10,0,0,12,14,8,7,9,9,6,5,2,3,0,0,0,0,0,9,0,0,14,13,0,12,0,28,10,0,0,0,0,0,0,12,0,0,0,0,11,21,0,0,8,5,17,16,19,18,0,7,0,0,21,7,0,0,0,19,396
Tumor_Tumor_PDGFB_PDGFRA,0,0,0,0,0,0,0,0,25,22,0,0,0,16,0,0,10,0,0,12,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,14,22,10,25,23,0,0,0,0,0,28,21,35,28,32,0,0,0,0,36,0,0,0,0,0,394
muscle cell_neutrophil_COL4A1_CD44,0,13,0,19,10,12,17,3,0,5,10,5,0,10,5,3,0,0,4,5,3,4,4,5,0,2,2,8,0,0,21,11,10,5,7,0,0,2,0,4,7,10,6,8,18,8,13,0,0,0,5,18,13,16,11,0,3,0,2,8,7,7,7,6,12,394
pericyte_fat cell_PDGFA_PDGFRA,0,21,0,22,12,11,27,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,28,28,24,17,0,16,0,0,0,0,0,0,0,0,11,14,0,16,0,4,0,15,0,19,21,17,0,0,0,0,13,0,0,0,0,15,394
Tumor_endothelial cell_F11R_F11R,0,24,0,0,0,0,0,14,0,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,16,0,0,26,0,0,0,0,0,0,15,0,0,12,0,0,7,19,0,0,0,23,16,25,22,21,0,0,0,0,0,12,11,11,16,26,392
mast cell_macrophage_COL4A1_CD44,0,12,0,15,4,6,9,5,0,12,6,0,0,5,6,3,0,0,0,9,5,5,5,0,9,7,3,0,0,21,19,15,12,8,14,0,2,3,0,5,8,19,10,10,10,5,9,4,0,0,3,14,14,15,12,2,12,0,0,0,0,7,6,7,0,392
macrophage_macrophage_APP_TNFRSF21,0,15,11,16,0,0,0,0,16,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,10,5,0,12,0,22,17,16,14,0,14,0,0,0,0,0,19,22,0,0,0,0,0,12,23,8,0,19,21,19,15,0,18,0,0,25,0,0,0,0,0,392
pericyte_Tumor_ANGPT2_TEK,0,22,14,25,12,11,23,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,14,23,0,0,0,0,23,20,27,0,0,0,0,23,0,15,0,0,19,26,392
endothelial cell_fibroblast_LGALS9_P4HB,0,25,0,32,0,0,22,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,33,24,0,26,0,0,0,0,0,0,0,0,14,12,0,0,0,20,0,8,0,13,16,21,20,21,0,0,0,0,0,0,0,0,0,28,392
endothelial cell_fibroblast_LGALS9_CD44,0,25,10,32,0,0,22,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,33,24,0,26,0,0,0,0,0,0,0,0,14,12,0,0,0,20,0,0,0,13,16,21,20,21,0,0,0,0,0,0,0,0,0,28,392
endothelial cell_neutrophil_LGALS9_CD44,0,22,0,30,0,0,25,0,0,0,13,14,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,15,0,29,0,22,0,0,0,0,0,0,0,0,21,16,0,0,0,17,0,0,0,14,38,22,27,18,0,0,0,0,0,0,0,0,0,26,392
pericyte_neutrophil_THBS1_CD47,0,14,0,22,12,14,19,0,0,0,0,5,0,10,0,6,0,0,5,0,0,0,9,9,0,0,0,13,13,0,31,14,0,0,13,0,0,0,4,0,0,14,10,10,14,9,11,0,5,0,0,20,0,22,0,0,0,0,0,11,9,16,12,15,0,391
Tumor_macrophage_GAS6_MERTK,0,13,7,12,4,8,10,0,0,12,14,8,7,9,9,6,5,2,3,0,0,0,0,0,9,0,0,14,13,12,12,8,28,0,0,0,0,0,0,0,12,0,0,0,0,0,21,0,0,8,0,17,16,19,18,0,7,0,0,21,7,0,0,0,19,390
fat cell_pericyte_PECAM1_PECAM1,0,19,0,24,0,0,26,0,0,0,7,2,0,6,0,0,0,0,0,7,1,0,0,1,0,0,0,13,7,27,25,21,0,0,7,0,1,1,1,0,0,20,15,0,8,5,0,3,0,0,15,17,20,21,15,0,6,0,0,8,10,9,0,9,13,390
endothelial cell_endothelial cell_COL4A1_CD44,0,51,27,53,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,0,20,27,24,28,0,389
pericyte_pericyte_THBS2_CD36,0,25,0,26,0,0,29,0,0,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,33,26,0,0,0,0,0,0,0,24,22,25,25,26,0,0,0,16,25,0,0,0,0,26,389
endothelial cell_pericyte_LAMC1_DAG1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,33,0,0,0,9,0,0,0,0,33,0,0,0,30,19,0,0,0,0,0,0,0,39,32,0,0,0,31,0,36,0,0,0,0,0,33,0,0,0,0,27,0,0,0,0,37,389
endothelial cell_endothelial cell_APLN_APLNR,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,28,0,34,31,0,0,0,35,0,42,0,0,45,0,46,0,0,0,0,0,0,0,0,0,0,0,387
fat cell_Tumor_THBS2_CD47,0,15,0,16,4,8,19,12,24,6,18,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,20,21,18,0,0,8,0,0,0,0,9,5,11,0,0,0,6,0,0,0,0,16,17,22,16,12,0,0,0,0,19,11,0,0,0,19,386
muscle cell_endothelial cell_CD99_CD99,4,26,0,30,0,0,0,0,0,8,0,0,5,0,1,0,0,0,0,0,0,0,5,1,0,0,0,16,15,25,23,29,0,8,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,9,11,20,22,23,12,0,1,0,0,19,2,6,5,9,24,385
pericyte_neutrophil_PECAM1_PECAM1,0,14,0,22,12,14,19,0,0,0,0,0,0,10,0,0,0,0,0,11,6,0,9,9,0,0,0,13,13,0,31,14,0,0,13,0,0,0,0,0,0,14,10,0,0,9,11,0,0,0,10,20,11,22,13,0,5,0,0,11,9,16,0,0,14,385
macrophage_T cell_LGALS9_CD44,0,11,0,12,1,3,8,0,15,11,4,2,5,0,0,3,0,1,0,10,0,8,5,0,4,0,0,4,6,0,15,9,13,0,13,0,0,0,0,0,13,18,10,7,10,1,11,11,18,0,0,12,21,17,10,0,2,0,0,15,0,9,6,14,16,384
Tumor_endothelial cell_ANGPTL4_CDH5,0,24,12,23,0,0,21,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,26,0,11,0,0,0,0,15,18,15,12,11,9,0,19,0,0,0,0,0,0,0,0,0,0,11,12,21,0,11,11,0,26,384
pericyte_macrophage_CD99_CD99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,12,0,0,0,0,29,29,25,0,13,0,0,0,0,0,0,0,24,20,0,0,0,0,0,0,10,0,17,21,26,21,5,10,0,0,32,14,20,12,24,0,384
endothelial cell_B cell_LAMC1_CD44,0,18,0,20,0,8,19,7,4,5,4,0,7,6,0,0,0,0,5,10,9,8,8,8,0,4,0,10,13,0,15,0,14,8,10,0,0,0,0,0,6,18,16,0,0,5,16,5,0,0,9,13,18,10,15,0,0,0,0,11,0,0,0,0,22,384
endothelial cell_macrophage_PECAM1_CD38,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,18,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,29,0,0,30,30,31,28,0,0,0,0,26,16,19,15,20,34,383
Tumor_macrophage_CD99_PILRA,0,13,0,12,0,0,0,0,18,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,13,12,12,8,28,10,14,5,0,0,0,5,12,16,7,14,0,11,21,0,10,0,0,17,16,19,18,0,0,0,3,21,0,0,0,0,19,382
muscle cell_Tumor_LAMC1_DAG1,0,0,0,19,0,0,0,7,14,11,21,2,2,0,0,0,3,0,0,4,0,3,0,0,0,0,0,16,20,0,0,0,15,5,0,0,0,0,0,0,0,11,8,15,11,13,19,0,0,0,16,19,20,18,16,0,0,0,0,27,11,5,6,0,25,382
endothelial cell_mast cell_LGALS9_P4HB,0,24,0,27,0,0,17,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,30,23,0,16,0,0,0,0,0,0,0,0,19,16,0,0,0,19,0,11,0,14,35,20,30,18,0,0,0,0,0,0,0,0,0,24,381
pericyte_Tumor_JAG1_NOTCH1,0,0,0,0,0,0,23,14,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,22,27,22,20,0,16,0,0,0,0,0,0,0,0,20,11,14,23,0,0,11,0,0,0,0,0,0,0,0,0,32,15,0,0,19,26,381
muscle cell_endothelial cell_WNT5A_FZD4,0,26,0,30,10,15,22,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,25,23,29,0,0,0,0,0,0,0,12,22,0,0,13,14,0,15,0,0,0,11,20,22,23,0,0,0,0,0,0,0,0,0,0,24,380
muscle cell_endothelial cell_WNT5A_MCAM,0,26,0,30,10,15,22,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,25,23,29,0,0,0,0,0,0,0,12,22,0,0,13,14,0,15,0,0,0,11,20,22,23,0,0,0,0,0,0,0,0,0,0,24,380
pericyte_Tumor_MPZL1_MPZL1,0,0,0,0,12,0,23,0,0,0,24,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,21,21,22,27,0,0,8,0,0,0,0,0,0,11,0,13,0,0,0,23,0,0,0,26,23,20,27,23,0,0,0,0,32,0,14,0,0,0,380
Tumor_Tumor_TNFSF12_TNFRSF12A,0,19,0,20,0,0,18,27,25,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,0,0,0,29,0,0,0,0,0,0,0,0,22,0,0,0,18,34,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,39,380
Tumor_Tumor_APP_TNFRSF21,0,0,0,0,0,0,0,27,25,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,19,12,5,12,12,0,0,0,0,0,0,18,34,0,0,0,28,0,0,0,0,0,0,0,0,36,26,0,0,0,39,379
macrophage_pericyte_LGALS9_CD44,0,17,0,15,7,9,12,0,5,0,5,7,6,0,0,0,0,0,0,10,0,0,9,0,6,0,0,6,6,21,16,14,7,0,8,0,0,0,0,0,19,15,9,8,11,5,9,0,0,0,0,11,12,17,13,0,9,0,0,11,0,12,8,12,11,378
Tumor_pericyte_SDC2_ADGRA2,0,0,0,0,0,0,0,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,18,17,12,26,19,9,0,0,0,0,0,0,23,14,15,16,0,0,0,0,0,20,15,21,22,20,0,0,0,0,0,13,0,0,0,26,378
pericyte_pericyte_PROS1_AXL,0,0,0,0,0,0,29,0,7,0,16,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,26,0,0,14,22,0,35,0,24,0,25,0,26,0,0,0,0,25,0,25,0,28,26,378
fat cell_Tumor_THY1_ADGRE5,0,15,0,16,4,8,19,12,0,6,18,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,10,19,20,21,18,0,6,8,0,0,0,0,9,5,11,5,11,0,6,18,0,0,5,0,0,22,16,12,0,1,0,0,19,11,0,0,0,19,378
fibroblast_macrophage_THBS2_CD47,0,18,13,19,6,11,12,7,8,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,24,20,19,24,0,0,0,0,0,0,6,0,0,11,13,0,6,16,0,0,0,7,13,18,12,16,0,0,0,0,13,0,0,0,0,20,377
pericyte_Tumor_TNC_SDC4,0,22,14,25,0,0,0,0,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,22,0,0,0,0,0,0,0,11,0,0,0,20,0,0,0,0,0,0,26,23,0,27,23,0,0,0,23,32,0,0,0,0,26,377
endothelial cell_endothelial cell_RELN_VLDLR,0,51,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,38,50,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,45,0,46,0,0,0,0,0,0,0,0,0,0,0,376
Tumor_pericyte_VEGFC_VEGFR2,0,18,0,22,11,14,21,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,12,26,19,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,20,15,21,22,20,0,0,0,14,0,13,0,0,0,26,376
Tumor_endothelial cell_WNT5B_FZD4,0,24,12,23,14,13,21,0,0,19,0,8,0,18,5,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,1,5,2,15,18,15,12,0,0,0,0,0,0,0,23,0,25,22,21,0,0,11,12,0,0,0,0,0,0,375
pericyte_Tumor_PDGFA_PDGFRA,0,0,0,25,0,0,0,14,10,9,0,6,7,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,11,17,13,20,11,0,0,0,21,0,26,23,20,27,23,0,0,0,23,32,0,0,0,0,0,374
Tumor_pericyte_SEMA4C_PLXNB2,0,0,0,0,0,14,0,0,0,0,0,0,0,10,0,0,0,0,0,10,2,0,0,0,0,0,0,20,21,0,0,0,26,0,9,0,0,3,2,0,0,23,14,15,16,0,0,0,0,0,20,0,21,22,20,0,0,10,14,29,0,0,9,18,26,374
endothelial cell_fibroblast_PDGFA_PDGFRA,0,25,0,32,0,0,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,33,24,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,8,0,0,16,21,20,21,0,0,0,0,12,0,0,0,0,28,374
muscle cell_neutrophil_COL4A2_CD44,0,13,0,19,10,12,17,3,0,5,10,0,0,10,5,0,0,0,4,5,3,4,0,0,0,2,0,8,0,0,21,11,10,5,7,0,0,0,0,4,7,10,6,8,18,8,13,0,0,0,5,18,13,16,11,0,3,0,2,8,7,7,7,6,12,373
pericyte_fibroblast_COL4A2_CD44,0,16,10,17,0,8,16,8,0,0,5,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,13,12,23,26,16,20,0,0,0,0,0,0,6,0,12,8,6,0,6,16,0,0,0,11,10,14,15,16,0,0,2,2,11,6,3,4,7,16,373
Tumor_muscle cell_CD46_JAG1,0,12,10,17,5,7,14,0,0,13,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,11,15,7,26,0,0,0,0,0,0,7,9,15,10,0,0,0,27,0,0,3,0,11,15,9,15,0,0,0,0,22,0,0,0,0,28,372
muscle cell_pericyte_THBS2_CD47,0,20,0,23,13,15,24,6,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,24,23,0,0,0,0,0,0,0,0,25,24,20,14,20,7,19,0,0,0,0,0,0,0,18,0,0,0,0,20,0,0,0,0,22,372
pericyte_fibroblast_COL4A1_CD44,0,16,10,17,0,8,16,8,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,13,12,23,26,16,20,0,0,0,0,0,0,6,0,12,8,6,0,6,16,0,0,0,11,10,14,15,16,0,0,2,2,11,6,3,4,7,16,371
pericyte_Tumor_JAM3_F11R,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,22,0,0,20,0,0,0,0,0,0,0,0,17,13,0,0,0,23,0,0,0,26,23,20,27,23,0,0,0,23,0,0,14,11,19,26,371
endothelial cell_fat cell_DLL4_NOTCH1,0,0,0,0,0,0,33,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,39,31,28,0,0,0,0,0,0,0,0,0,25,0,13,0,0,22,0,0,0,0,31,33,34,0,0,0,0,0,0,0,0,0,0,25,371
endothelial cell_pericyte_DLL1_NOTCH3,0,0,0,42,0,0,37,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,40,0,0,0,0,0,0,0,0,0,0,37,370
pericyte_mast cell_COL4A1_CD44,0,19,0,15,0,10,17,6,0,5,6,0,0,5,3,5,0,0,0,0,0,0,6,5,3,0,0,10,9,0,0,24,10,0,10,0,0,0,0,0,7,14,10,9,13,6,9,0,0,0,8,16,12,19,11,0,5,2,4,11,9,7,8,10,12,370
endothelial cell_pericyte_DLL1_NOTCH2,0,0,0,42,0,0,37,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,40,0,0,0,0,0,0,0,0,0,0,37,370
pericyte_mast cell_COL4A2_CD44,0,19,0,15,0,10,17,6,0,5,6,0,0,5,3,5,0,0,0,0,0,0,6,5,3,0,0,10,9,0,0,24,10,0,10,0,0,0,0,0,7,14,10,9,13,6,9,0,0,0,8,16,12,19,11,0,5,2,4,11,9,7,8,10,12,370
endothelial cell_pericyte_DLL1_NOTCH1,0,0,0,42,0,0,37,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,40,0,0,0,0,0,0,0,0,0,0,37,370
endothelial cell_muscle cell_THBS1_CD47,0,28,0,33,16,14,30,0,0,19,0,0,11,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,33,25,27,0,0,0,0,0,0,0,14,0,27,21,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,370
endothelial cell_fibroblast_CD99_CD99,0,25,0,32,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,25,33,24,21,26,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,9,13,16,21,20,21,0,0,0,0,0,10,0,0,4,28,369
muscle cell_macrophage_PROS1_MERTK,0,19,0,21,0,0,15,0,0,0,0,10,6,0,10,0,4,0,0,0,0,0,0,0,8,0,0,13,14,18,19,19,23,0,0,0,0,0,0,0,0,23,0,15,21,0,19,0,0,0,0,17,18,17,17,0,0,0,0,0,0,9,0,13,0,368
endothelial cell_Tumor_JAG1_NOTCH3,0,35,12,32,12,9,27,0,0,0,0,15,13,13,5,11,10,0,6,0,0,0,0,0,0,0,0,0,0,31,25,31,0,0,17,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,0,0,368
muscle cell_pericyte_WNT5A_MCAM,0,20,0,23,13,15,24,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,24,24,23,0,0,0,0,0,0,0,6,25,0,0,14,20,0,19,0,0,0,11,19,21,22,0,0,0,0,0,0,0,0,0,0,22,368
pericyte_Tumor_THBS2_SDC4,0,22,14,25,0,0,23,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,22,0,0,0,0,0,0,0,11,0,0,0,20,0,0,0,0,0,0,26,23,0,27,0,0,0,0,23,32,0,0,0,0,26,367
pericyte_T cell_LAMC1_CD44,0,11,0,12,7,7,10,5,4,10,3,5,4,5,4,5,4,0,0,9,4,5,7,0,7,0,0,7,8,0,14,9,11,8,12,0,0,0,0,3,12,15,10,9,9,6,10,4,7,0,5,10,11,12,10,0,0,0,0,14,0,9,0,0,14,367
Tumor_pericyte_FGF2_FGFR1,0,0,0,22,11,14,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,12,26,19,0,0,0,0,0,0,17,0,0,0,0,0,33,0,0,7,20,15,0,22,0,0,0,10,0,29,13,0,0,0,26,367
endothelial cell_endothelial cell_MPZ_MPZL1,0,51,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,50,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,45,0,46,0,0,0,0,0,0,0,0,0,0,0,366
pericyte_fibroblast_PDGFA_PDGFRB,0,16,10,17,5,8,16,8,3,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,23,26,16,20,0,0,0,0,0,0,6,0,12,8,6,10,6,16,0,0,0,11,10,14,15,16,0,0,0,0,11,0,0,0,0,16,366
endothelial cell_endothelial cell_MPZ_MPZ,0,51,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,50,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,45,0,46,0,0,0,0,0,0,0,0,0,0,0,366
macrophage_T cell_LGALS9_P4HB,0,11,0,12,0,3,8,0,15,11,0,0,5,0,0,0,0,0,0,10,0,8,0,0,4,0,0,4,6,0,15,9,13,0,13,0,0,0,0,0,13,18,10,7,10,0,11,11,18,0,0,12,21,17,10,0,0,0,0,15,0,9,6,14,16,365
endothelial cell_mast cell_CXCL12_CXCR4,0,24,0,27,0,10,17,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,7,6,6,7,0,12,13,0,0,29,0,0,9,0,0,0,0,0,0,0,0,0,0,7,19,0,0,12,14,35,20,30,18,0,0,0,4,13,0,0,6,8,0,365
pericyte_endothelial cell_ANGPTL2_TLR4,0,0,0,0,0,0,26,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,38,34,38,24,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,20,0,26,29,24,0,0,0,0,27,0,0,0,0,21,365
endothelial cell_Tumor_APP_TNFRSF21,0,0,0,0,0,0,0,25,25,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,17,8,3,6,7,0,0,0,0,0,0,18,36,0,0,0,31,0,0,0,0,0,0,0,0,32,22,0,0,0,43,365
fibroblast_macrophage_COL4A1_CD44,0,18,13,19,6,11,12,7,0,0,9,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24,20,19,0,3,8,0,0,0,0,6,4,11,11,13,12,0,16,0,0,0,0,13,18,12,16,0,4,0,0,13,0,5,2,7,20,364
