ligand,receptor,classification,directionality,id_cp_interaction,signaling_type
WNT11,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC06CA35957,Secreted Signaling
WNT16,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC00D0D0EC3,Secreted Signaling
WNT2,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC03F9E6AC5,Secreted Signaling
WNT2B,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC015580274,Secreted Signaling
WNT3,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0C646FE07,Secreted Signaling
WNT3A,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0E6C99C1D,Secreted Signaling
WNT4,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC063989793,Secreted Signaling
WNT5A,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0B739B6BE,Secreted Signaling
WNT5B,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC018C0B727,Secreted Signaling
WNT6,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0D8C38952,Secreted Signaling
WNT7A,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC04617C8EB,Secreted Signaling
WNT7B,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC08BCEE850,Secreted Signaling
WNT8A,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC089FF57F2,Secreted Signaling
WNT8B,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0AC0FE01C,Secreted Signaling
WNT9A,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0ECDB073E,Secreted Signaling
WNT9B,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC050D66C45,Secreted Signaling
WNT1,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC09D3FA32B,Secreted Signaling
WNT11,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0953D36EF,Secreted Signaling
WNT16,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC060CAF2BD,Secreted Signaling
WNT2,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC001BD2F39,Secreted Signaling
WNT2B,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC05D7BF6AC,Secreted Signaling
WNT3,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC09E6AC2F5,Secreted Signaling
WNT3A,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0BCA5D6A5,Secreted Signaling
WNT4,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC09C59F73D,Secreted Signaling
WNT5A,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC016937C58,Secreted Signaling
WNT5B,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0D721C667,Secreted Signaling
WNT6,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC056F2D04E,Secreted Signaling
WNT7A,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0BAD0A831,Secreted Signaling
WNT7B,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC090C59110,Secreted Signaling
WNT8A,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC022BEBD83,Secreted Signaling
WNT8B,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0BEC869BA,Secreted Signaling
WNT9A,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0CDC53EF1,Secreted Signaling
WNT9B,FZD4_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC096736E48,Secreted Signaling
NDP,FZD4_LRP5,,Ligand-Receptor,CPI-SC0560E3B5F,Secreted Signaling
WNT1,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0C22F42DF,Secreted Signaling
WNT11,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC010561E8D,Secreted Signaling
WNT16,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC06E0B84C9,Secreted Signaling
WNT2,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0594F894D,Secreted Signaling
WNT2B,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0B6207B1C,Secreted Signaling
WNT3,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC092B44A03,Secreted Signaling
WNT3A,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0DCBE8C69,Secreted Signaling
WNT4,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC04AF69F59,Secreted Signaling
WNT5A,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0E149DD74,Secreted Signaling
WNT5B,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC09771D617,Secreted Signaling
WNT6,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0B2882B83,Secreted Signaling
WNT7A,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0D9880D62,Secreted Signaling
WNT7B,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0B4243FE6,Secreted Signaling
WNT8A,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0FFE2D207,Secreted Signaling
WNT8B,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC023CD2194,Secreted Signaling
WNT9A,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0F7419D8D,Secreted Signaling
WNT9B,FZD4_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0B697A1AC,Secreted Signaling
WNT1,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC081332276,Secreted Signaling
WNT10A,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC012DB3194,Secreted Signaling
WNT11,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC08E2BBB8C,Secreted Signaling
WNT16,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC04CC06812,Secreted Signaling
WNT2,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC03346B36E,Secreted Signaling
WNT2B,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0FBD05A5F,Secreted Signaling
WNT3,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0AA850318,Secreted Signaling
WNT3A,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC00806A658,Secreted Signaling
WNT4,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0A1AC8874,Secreted Signaling
WNT5A,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC027A59AFB,Secreted Signaling
WNT5B,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC01FEEE70F,Secreted Signaling
WNT6,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC03754EC20,Secreted Signaling
WNT7A,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC032AE5D59,Secreted Signaling
WNT7B,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0F9CBA955,Secreted Signaling
WNT8A,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0243F2680,Secreted Signaling
WNT8B,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0763E7AF2,Secreted Signaling
WNT9A,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0B092EF65,Secreted Signaling
WNT9B,FZD5_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0B1D0028B,Secreted Signaling
WNT1,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC02A954FD8,Secreted Signaling
WNT10A,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0991BCC7F,Secreted Signaling
WNT11,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0FD6A26C5,Secreted Signaling
WNT16,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0B3222CB2,Secreted Signaling
WNT2,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC059A22B9E,Secreted Signaling
WNT2B,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC081C6762E,Secreted Signaling
WNT3,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0ACB46CDE,Secreted Signaling
WNT3A,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC03E162C20,Secreted Signaling
WNT4,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC033C6423D,Secreted Signaling
WNT5A,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0DD562B41,Secreted Signaling
WNT5B,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0D06695E4,Secreted Signaling
WNT6,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC07E1924FB,Secreted Signaling
WNT7A,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC07F714A57,Secreted Signaling
WNT7B,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0171B2960,Secreted Signaling
WNT8A,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0B07BD0D1,Secreted Signaling
WNT8B,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0B3B59128,Secreted Signaling
WNT9A,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0EDC637EC,Secreted Signaling
WNT9B,FZD5_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC09A9169B5,Secreted Signaling
WNT1,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC074781480,Secreted Signaling
WNT11,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC08496F2AE,Secreted Signaling
WNT16,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0A27844A8,Secreted Signaling
WNT2,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0A070755C,Secreted Signaling
WNT2B,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC02D16C89A,Secreted Signaling
WNT3,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC08EAA7ADA,Secreted Signaling
WNT3A,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC010EF74F3,Secreted Signaling
WNT4,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0C945DA9F,Secreted Signaling
WNT5A,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC01D1E05E8,Secreted Signaling
WNT5B,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0FE1FBFB5,Secreted Signaling
WNT6,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC04CBB7552,Secreted Signaling
WNT7A,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0DFEAE26D,Secreted Signaling
WNT7B,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0C61B7F73,Secreted Signaling
WNT8A,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0E88C8058,Secreted Signaling
WNT8B,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC04DB219CB,Secreted Signaling
WNT9A,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC06EFA5CC2,Secreted Signaling
WNT9B,FZD6_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0FF762677,Secreted Signaling
WNT1,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0390D174C,Secreted Signaling
WNT11,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0342728D2,Secreted Signaling
WNT16,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC081E1CE0B,Secreted Signaling
WNT2,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0DC10FB9C,Secreted Signaling
WNT2B,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0796645C7,Secreted Signaling
WNT3,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC08E139858,Secreted Signaling
WNT3A,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC03671C9F6,Secreted Signaling
WNT4,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC068774A8A,Secreted Signaling
WNT5A,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC039EE3D74,Secreted Signaling
WNT5B,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC02D62FB5B,Secreted Signaling
WNT6,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC04FC6D5DC,Secreted Signaling
WNT7A,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC01C485556,Secreted Signaling
WNT7B,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC017027176,Secreted Signaling
WNT8A,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0BDD170C7,Secreted Signaling
WNT8B,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0AF2D49CF,Secreted Signaling
WNT9A,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC02CD488A4,Secreted Signaling
WNT9B,FZD6_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0EFB3CEDF,Secreted Signaling
WNT1,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC06419700D,Secreted Signaling
WNT10A,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0F00C86AC,Secreted Signaling
WNT11,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0714EE585,Secreted Signaling
WNT16,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0115378E7,Secreted Signaling
WNT2,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0B3337FB4,Secreted Signaling
WNT2B,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0DE64F872,Secreted Signaling
WNT3,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC026062296,Secreted Signaling
WNT3A,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0E5329148,Secreted Signaling
WNT4,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC052C897AB,Secreted Signaling
WNT5A,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC09CB5E882,Secreted Signaling
WNT5B,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC01F6AC0E2,Secreted Signaling
WNT6,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0CBE0F4A0,Secreted Signaling
WNT7A,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC06078DB4B,Secreted Signaling
WNT7B,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0E74F7843,Secreted Signaling
WNT8A,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC04D905E1E,Secreted Signaling
WNT8B,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0A41E0EEB,Secreted Signaling
WNT9A,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC02FD11A30,Secreted Signaling
WNT9B,FZD7_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0F2E04267,Secreted Signaling
WNT1,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0B8DA0A10,Secreted Signaling
WNT10A,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0AB470FD0,Secreted Signaling
WNT11,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0D837BE1B,Secreted Signaling
WNT16,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC067A0FAD8,Secreted Signaling
WNT2,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0F9BC4D34,Secreted Signaling
WNT2B,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC063E27411,Secreted Signaling
WNT3,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC06C2EDE8B,Secreted Signaling
WNT3A,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC07CD59D6A,Secreted Signaling
WNT4,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC006CB27E1,Secreted Signaling
WNT5A,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC00FA2B152,Secreted Signaling
WNT5B,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC059D7F9EE,Secreted Signaling
WNT6,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0F73E951B,Secreted Signaling
WNT7A,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0B5A3F59F,Secreted Signaling
WNT7B,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0BFCEDA56,Secreted Signaling
WNT8A,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0A0207B24,Secreted Signaling
WNT8B,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC09FA2DFEB,Secreted Signaling
WNT9A,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0C6A402E9,Secreted Signaling
WNT9B,FZD7_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0376B7DC8,Secreted Signaling
WNT1,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC062B25672,Secreted Signaling
WNT10A,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC039BEEDE4,Secreted Signaling
WNT11,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC04590CF27,Secreted Signaling
WNT16,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0277D6476,Secreted Signaling
WNT2,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0B4E996CD,Secreted Signaling
WNT2B,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0DBD2C78A,Secreted Signaling
WNT3,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0596FD9F6,Secreted Signaling
WNT3A,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0889E4F05,Secreted Signaling
WNT4,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC07D38F0B5,Secreted Signaling
WNT5A,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC07DA6989D,Secreted Signaling
WNT5B,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0C1671F4D,Secreted Signaling
WNT6,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0185A7BDE,Secreted Signaling
WNT7A,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0B6D1BF72,Secreted Signaling
WNT7B,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC06EFB9697,Secreted Signaling
WNT8A,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC027A5CF3D,Secreted Signaling
WNT8B,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC01CC760EE,Secreted Signaling
WNT9A,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0F68FD442,Secreted Signaling
WNT9B,FZD8_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0908CF012,Secreted Signaling
WNT1,FZD8_RYK,Signaling by WNT,Ligand-Receptor,CPI-SC03947D5B8,Secreted Signaling
WNT3,FZD8_RYK,Signaling by WNT,Ligand-Receptor,CPI-SC0CF9E0563,Secreted Signaling
WNT3A,FZD8_RYK,Signaling by WNT,Ligand-Receptor,CPI-SC03686CF16,Secreted Signaling
WNT5A,FZD8_RYK,Signaling by WNT,Ligand-Receptor,CPI-SC092468258,Secreted Signaling
WNT1,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC04092E808,Secreted Signaling
WNT11,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0B95D4E55,Secreted Signaling
WNT16,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC006391BC5,Secreted Signaling
WNT2,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0E5131C5E,Secreted Signaling
WNT2B,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0CC357E07,Secreted Signaling
WNT3,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC02FACCE0B,Secreted Signaling
WNT3A,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC090434118,Secreted Signaling
WNT4,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC08A288087,Secreted Signaling
WNT5A,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0D7F9CEEB,Secreted Signaling
WNT5B,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC002829D48,Secreted Signaling
WNT6,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC02B89D65A,Secreted Signaling
WNT7A,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0F159BD5A,Secreted Signaling
WNT7B,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0B4814E5F,Secreted Signaling
WNT8A,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC09A735D6F,Secreted Signaling
WNT8B,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0A8070937,Secreted Signaling
WNT9A,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC09DD54D04,Secreted Signaling
WNT9B,FZD9_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0B7AFE8F9,Secreted Signaling
WNT1,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC09FC5B2A7,Secreted Signaling
WNT11,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC01B29532D,Secreted Signaling
WNT16,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC00DA032E2,Secreted Signaling
WNT2,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0259C1693,Secreted Signaling
WNT2B,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0ECADFABF,Secreted Signaling
WNT3,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC05CCD8E17,Secreted Signaling
WNT3A,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC01AAA545F,Secreted Signaling
WNT4,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC052B6F4F3,Secreted Signaling
WNT5A,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC01FD57BC9,Secreted Signaling
WNT5B,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC08CF56014,Secreted Signaling
WNT6,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC07F8A4C81,Secreted Signaling
WNT7A,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC088BCE7ED,Secreted Signaling
WNT7B,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0BEC0A65F,Secreted Signaling
WNT8A,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC02B03DCA6,Secreted Signaling
WNT8B,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC05963EDDE,Secreted Signaling
WNT9A,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC09206543A,Secreted Signaling
WNT9B,FZD9_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC01319F5CD,Secreted Signaling
WNT1,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS002CC4C02,Secreted Signaling
WNT11,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0429E615A,Secreted Signaling
WNT16,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS050A950B9,Secreted Signaling
WNT2,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS01E6C2BB8,Secreted Signaling
WNT2B,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS05207EFF8,Secreted Signaling
WNT3,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0DF9024C0,Secreted Signaling
WNT3A,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS00E2C8381,Secreted Signaling
WNT4,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS036707F4C,Secreted Signaling
WNT5A,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0F1E79A03,Secreted Signaling
WNT5B,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0FF2EEAE8,Secreted Signaling
WNT6,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS097860321,Secreted Signaling
WNT7A,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS02ADD742C,Secreted Signaling
WNT7B,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0FE9D6F11,Secreted Signaling
WNT8A,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS03146C969,Secreted Signaling
WNT8B,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS007FD6F72,Secreted Signaling
WNT9A,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0A93EEAEB,Secreted Signaling
WNT9B,SFRP1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0648E8525,Secreted Signaling
WNT1,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0D861FC88,Secreted Signaling
WNT11,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0C283076A,Secreted Signaling
WNT16,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0C2782258,Secreted Signaling
WNT2,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0C95AC883,Secreted Signaling
WNT2B,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS08643DD8A,Secreted Signaling
WNT3,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0E9BE6A4E,Secreted Signaling
WNT3A,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0F05B138C,Secreted Signaling
WNT4,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0661CE946,Secreted Signaling
WNT5A,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS03F33B34C,Secreted Signaling
WNT5B,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0AC302C73,Secreted Signaling
WNT6,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS07B6C7A75,Secreted Signaling
WNT7A,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0F41AC8EC,Secreted Signaling
WNT7B,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS08F783A87,Secreted Signaling
WNT8A,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS029E5DD2D,Secreted Signaling
WNT8B,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS07A42979A,Secreted Signaling
WNT9A,SFRP2,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS00877D499,Secreted Signaling
