"ligand","receptor","pathway","signaling_type","version"
"Nectin1","Nectin3","NECTIN","Cell-Cell Contact","CellChatDB v1"
"Negr1","Negr1","NEGR","Cell-Cell Contact","CellChatDB v1"
"Lrrc4c","Ntng1","NGL","Cell-Cell Contact","CellChatDB v1"
"Lrrc4","Ntng2","NGL","Cell-Cell Contact","CellChatDB v1"
"Lrrc4b","Ptprf","NGL","Cell-Cell Contact","CellChatDB v1"
"Ulbp1","Klrk1_Hcst","NKG2D","Cell-Cell Contact","CellChatDB v1"
"Dlk1","Notch1","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dlk1","Notch2","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dlk1","Notch3","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dlk1","Notch4","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dll1","Notch1","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dll1","Notch3","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dll1","Notch4","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dll3","Notch1","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dll3","Notch2","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dll3","Notch3","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dll3","Notch4","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dll4","Notch1","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dll4","Notch2","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dll4","Notch3","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dll4","Notch4","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Jag1","Notch1","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Jag1","Notch2","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Jag1","Notch3","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Jag1","Notch4","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Jag2","Notch1","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Jag2","Notch2","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Jag2","Notch3","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Jag2","Notch4","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Dll1","Notch2","NOTCH","Cell-Cell Contact","CellChatDB v1"
"Nrxn1","Nlgn1","NRXN","Cell-Cell Contact","CellChatDB v1"
"Nrxn1","Nlgn2","NRXN","Cell-Cell Contact","CellChatDB v1"
"Nrxn1","Nlgn3","NRXN","Cell-Cell Contact","CellChatDB v1"
"Nrxn2","Nlgn1","NRXN","Cell-Cell Contact","CellChatDB v1"
"Nrxn2","Nlgn2","NRXN","Cell-Cell Contact","CellChatDB v1"
"Nrxn2","Nlgn3","NRXN","Cell-Cell Contact","CellChatDB v1"
"Nrxn3","Nlgn1","NRXN","Cell-Cell Contact","CellChatDB v1"
"Nrxn3","Nlgn2","NRXN","Cell-Cell Contact","CellChatDB v1"
"Nrxn3","Nlgn3","NRXN","Cell-Cell Contact","CellChatDB v1"
"Ocln","Ocln","OCLN","Cell-Cell Contact","CellChatDB v1"
"Cd274","Pdcd1","PD-L1","Cell-Cell Contact","CellChatDB v1"
"Pdcd1lg2","Pdcd1","PDL2","Cell-Cell Contact","CellChatDB v1"
"Pecam1","Pecam1","PECAM1","Cell-Cell Contact","CellChatDB v1"
"Ptprm","Ptprm","PTPRM","Cell-Cell Contact","CellChatDB v1"
"Pvr","Cd226","PVR","Cell-Cell Contact","CellChatDB v1"
"Pvr","Tigit","PVR","Cell-Cell Contact","CellChatDB v1"
"Sele","Cd44","SELE","Cell-Cell Contact","CellChatDB v1"
"Sele","Glg1","SELE","Cell-Cell Contact","CellChatDB v1"
"Sell","Cd34","SELL","Cell-Cell Contact","CellChatDB v1"
"Sell","Podxl","SELL","Cell-Cell Contact","CellChatDB v1"
"Sell","Glycam1","SELL","Cell-Cell Contact","CellChatDB v1"
"Sell","Madcam1","SELL","Cell-Cell Contact","CellChatDB v1"
"Selplg","Sele","SELPLG","Cell-Cell Contact","CellChatDB v1"
"Selplg","Sell","SELPLG","Cell-Cell Contact","CellChatDB v1"
"Selplg","Selp","SELPLG","Cell-Cell Contact","CellChatDB v1"
"Sema4a","Nrp1_Plxna1","SEMA4","Cell-Cell Contact","CellChatDB v1"
"Sema4a","Nrp1_Plxna2","SEMA4","Cell-Cell Contact","CellChatDB v1"
"Sema4a","Nrp1_Plxna3","SEMA4","Cell-Cell Contact","CellChatDB v1"
"Sema4a","Nrp1_Plxna4","SEMA4","Cell-Cell Contact","CellChatDB v1"
"Sema4a","Plxnb1","SEMA4","Cell-Cell Contact","CellChatDB v1"
"Sema4a","Plxnb2","SEMA4","Cell-Cell Contact","CellChatDB v1"
"Sema4a","Plxnb3","SEMA4","Cell-Cell Contact","CellChatDB v1"
"Sema4d","Plxnb1","SEMA4","Cell-Cell Contact","CellChatDB v1"
"Sema4d","Plxnb2","SEMA4","Cell-Cell Contact","CellChatDB v1"
"Sema4d","Plxnb3","SEMA4","Cell-Cell Contact","CellChatDB v1"
"Sema4c","Plxnb2","SEMA4","Cell-Cell Contact","CellChatDB v1"
"Sema4g","Plxnb2","SEMA4","Cell-Cell Contact","CellChatDB v1"
"Sema4a","Timd2","SEMA4","Cell-Cell Contact","CellChatDB v1"
"Sema4d","Cd72","SEMA4","Cell-Cell Contact","CellChatDB v1"
"Sema5a","Plxna1","SEMA5","Cell-Cell Contact","CellChatDB v1"
"Sema5b","Plxna1","SEMA5","Cell-Cell Contact","CellChatDB v1"
"Sema5a","Plxna3","SEMA5","Cell-Cell Contact","CellChatDB v1"
"Sema5b","Plxna3","SEMA5","Cell-Cell Contact","CellChatDB v1"
"Sema5a","Plxnb3","SEMA5","Cell-Cell Contact","CellChatDB v1"
"Sema6d","Plxna1_Kdr","SEMA6","Cell-Cell Contact","CellChatDB v1"
"Sema6d","Plxna1_Trem2_Tyrobp","SEMA6","Cell-Cell Contact","CellChatDB v1"
"Sema6d","Plxna1","SEMA6","Cell-Cell Contact","CellChatDB v1"
"Sema6a","Plxna2","SEMA6","Cell-Cell Contact","CellChatDB v1"
"Sema6b","Plxna2","SEMA6","Cell-Cell Contact","CellChatDB v1"
"Sema6a","Plxna4","SEMA6","Cell-Cell Contact","CellChatDB v1"
"Sema6b","Plxna4","SEMA6","Cell-Cell Contact","CellChatDB v1"
"Sema7a","Itgb1_Itga1","SEMA7","Cell-Cell Contact","CellChatDB v1"
"Sema7a","Plxnc1","SEMA7","Cell-Cell Contact","CellChatDB v1"
"Siglec1","Spn","SN","Cell-Cell Contact","CellChatDB v1"
"Thy1","Itgam_Itgb2","THY1","Cell-Cell Contact","CellChatDB v1"
"Thy1","Itgax_Itgb2","THY1","Cell-Cell Contact","CellChatDB v1"
"Thy1","Itgav_Itgb3","THY1","Cell-Cell Contact","CellChatDB v1"
"Itga4_Itgb1","Vcam1","VCAM","Cell-Cell Contact","CellChatDB v1"
"Itga9_Itgb1","Vcam1","VCAM","Cell-Cell Contact","CellChatDB v1"
"Itga4_Itgb7","Vcam1","VCAM","Cell-Cell Contact","CellChatDB v1"
"Vsir","Igsf11","VISTA","Cell-Cell Contact","CellChatDB v1"
"Cdh3","Cdh3","CDH","Cell-Cell Contact","CellChatDB v2"
"Cdh12","Itga1_Itgb1","CDH","Cell-Cell Contact","CellChatDB v2"
"Dsc1","Dsg3","DESMOSOME","Cell-Cell Contact","CellChatDB v2"
"Dsc1","Dsg4","DESMOSOME","Cell-Cell Contact","CellChatDB v2"
"Dsc2","Dsg3","DESMOSOME","Cell-Cell Contact","CellChatDB v2"
"Dsc2","Dsg4","DESMOSOME","Cell-Cell Contact","CellChatDB v2"
"Dsc3","Dsg3","DESMOSOME","Cell-Cell Contact","CellChatDB v2"
"Dsc3","Dsg4","DESMOSOME","Cell-Cell Contact","CellChatDB v2"
"Gja5","Gja5","GAP","Cell-Cell Contact","CellChatDB v2"
"Gja1","Gja5","GAP","Cell-Cell Contact","CellChatDB v2"
"Gja6","Gja5","GAP","Cell-Cell Contact","CellChatDB v2"
"Gjc1","Gja5","GAP","Cell-Cell Contact","CellChatDB v2"
"Gja3","Gja5","GAP","Cell-Cell Contact","CellChatDB v2"
"Gja1","Gja1","GAP","Cell-Cell Contact","CellChatDB v2"
"Gja1","Gja6","GAP","Cell-Cell Contact","CellChatDB v2"
"Gja6","Gja6","GAP","Cell-Cell Contact","CellChatDB v2"
"Gjc1","Gja1","GAP","Cell-Cell Contact","CellChatDB v2"
"Gjc1","Gja6","GAP","Cell-Cell Contact","CellChatDB v2"
"Gja3","Gja1","GAP","Cell-Cell Contact","CellChatDB v2"
"Gja3","Gja6","GAP","Cell-Cell Contact","CellChatDB v2"
"Gjc1","Gjc1","GAP","Cell-Cell Contact","CellChatDB v2"
"Gja3","Gjc1","GAP","Cell-Cell Contact","CellChatDB v2"
"Gja3","Gja3","GAP","Cell-Cell Contact","CellChatDB v2"
"Cldn1","Cldn1","CLDN","Cell-Cell Contact","CellChatDB v2"
"Cldn2","Cldn2","CLDN","Cell-Cell Contact","CellChatDB v2"
"Cldn3","Cldn3","CLDN","Cell-Cell Contact","CellChatDB v2"
"Pcdha9","Pcdha9","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdha11","Pcdha11","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdha10","Pcdha10","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdha12","Pcdha12","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdha1","Pcdha1","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdha2","Pcdha2","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdha3","Pcdha3","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdha4b","Pcdha4b","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdha4b","Pcdha4","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdha4","Pcdha4","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdha5","Pcdha5","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdha6","Pcdha6","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdha7","Pcdha7","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdha8","Pcdha8","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhac1","Pcdhac1","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhac2","Pcdhac2","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb1","Pcdhb1","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb18","Pcdhb18","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb19","Pcdhb19","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb19","Pcdhb21","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb21","Pcdhb21","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb16","Pcdhb16","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb20","Pcdhb20","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb22","Pcdhb22","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb17","Pcdhb17","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb2","Pcdhb2","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb3","Pcdhb3","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb7","Pcdhb7","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb7","Pcdhb5","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb7","Pcdhb9","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb5","Pcdhb5","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb5","Pcdhb9","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb9","Pcdhb9","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb4","Pcdhb4","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb4","Pcdhb12","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb4","Pcdhb10","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb4","Pcdhb11","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb4","Pcdhb8","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb4","Pcdhb6","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb12","Pcdhb12","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb12","Pcdhb10","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb12","Pcdhb11","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb12","Pcdhb8","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb12","Pcdhb6","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb10","Pcdhb10","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb10","Pcdhb11","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb10","Pcdhb8","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb10","Pcdhb6","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb11","Pcdhb11","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb11","Pcdhb8","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb11","Pcdhb6","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb8","Pcdhb8","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb8","Pcdhb6","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb6","Pcdhb6","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb13","Pcdhb13","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhb15","Pcdhb15","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhga1","Pcdhga1","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhga10","Pcdhga10","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhga11","Pcdhga11","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhga12","Pcdhga12","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhga2","Pcdhga2","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhga3","Pcdhga3","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhga4","Pcdhga4","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhga5","Pcdhga5","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhga6","Pcdhga6","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhga7","Pcdhga7","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhga8","Pcdhga8","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhga9","Pcdhga9","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhgb1","Pcdhgb1","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhgb2","Pcdhgb2","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhgb8","Pcdhgb8","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhgb4","Pcdhgb4","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhgb5","Pcdhgb5","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhgb6","Pcdhgb6","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhgb7","Pcdhgb7","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhgc3","Pcdhgc3","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhgc4","Pcdhgc4","PCDH","Cell-Cell Contact","CellChatDB v2"
"Pcdhgc5","Pcdhgc5","PCDH","Cell-Cell Contact","CellChatDB v2"
"Klk6","F2r","KLK","Secreted Signaling","CellChatDB v2"
"Klk6","F2rl1","KLK","Secreted Signaling","CellChatDB v2"
"Klk5","F2rl1","KLK","Secreted Signaling","CellChatDB v2"
"Klk4","F2r","KLK","Secreted Signaling","CellChatDB v2"
"Klk1","F2r","KLK","Secreted Signaling","CellChatDB v2"
"Klk14","F2r","KLK","Secreted Signaling","CellChatDB v2"
"Klk4","F2rl1","KLK","Secreted Signaling","CellChatDB v2"
"Klk14","F2rl1","KLK","Secreted Signaling","CellChatDB v2"
"Klk7","F2rl1","KLK","Secreted Signaling","CellChatDB v2"
"Klk8","F2r","KLK","Secreted Signaling","CellChatDB v2"
"Adm","Calcr_Ramp1","ADM","Secreted Signaling","CellChatDB v2"
"Adm","Calcr_Ramp2","ADM","Secreted Signaling","CellChatDB v2"
"Adm","Calcr_Ramp3","ADM","Secreted Signaling","CellChatDB v2"
"Adm","Calcr_Ramp1","ADM","Secreted Signaling","CellChatDB v2"
"Adm","Calcr_Ramp2","ADM","Secreted Signaling","CellChatDB v2"
"Adm","Calcr_Ramp3","ADM","Secreted Signaling","CellChatDB v2"
"Calca","Calcr_Ramp1","CALC","Secreted Signaling","CellChatDB v2"
"Calca","Calcr_Ramp2","CALC","Secreted Signaling","CellChatDB v2"
"Calca","Calcr_Ramp3","CALC","Secreted Signaling","CellChatDB v2"
"Calca","Calcr_Ramp1","CALC","Secreted Signaling","CellChatDB v2"
"Calca","Calcr_Ramp2","CALC","Secreted Signaling","CellChatDB v2"
"Calca","Calcr_Ramp3","CALC","Secreted Signaling","CellChatDB v2"
"Calcb","Calcr_Ramp1","CALC","Secreted Signaling","CellChatDB v2"
"Calcb","Calcr_Ramp2","CALC","Secreted Signaling","CellChatDB v2"
"Calcb","Calcr_Ramp3","CALC","Secreted Signaling","CellChatDB v2"
"Calcb","Calcr_Ramp1","CALC","Secreted Signaling","CellChatDB v2"
"Calcb","Calcr_Ramp2","CALC","Secreted Signaling","CellChatDB v2"
"Calcb","Calcr_Ramp3","CALC","Secreted Signaling","CellChatDB v2"
"Iapp","Calcr_Ramp1","IAPP","Secreted Signaling","CellChatDB v2"
"Iapp","Calcr_Ramp2","IAPP","Secreted Signaling","CellChatDB v2"
"Iapp","Calcr_Ramp3","IAPP","Secreted Signaling","CellChatDB v2"
"Iapp","Calcr_Ramp1","IAPP","Secreted Signaling","CellChatDB v2"
"Iapp","Calcr_Ramp2","IAPP","Secreted Signaling","CellChatDB v2"
"Iapp","Calcr_Ramp3","IAPP","Secreted Signaling","CellChatDB v2"
"Proc","Procr_Hsp90aa1","PROCR","Secreted Signaling","CellChatDB v2"
"Proc","Procr_F2r","PROCR","Secreted Signaling","CellChatDB v2"
"Vtn","Plaur","VTN","ECM-Receptor","CellChatDB v2"
"Tph1_Slc18a1","Htr3a_Htr3b","5-HT","Non-protein Signaling","CellChatDB v2"
"Tph1_Slc18a2","Htr3a_Htr3b","5-HT","Non-protein Signaling","CellChatDB v2"
"Tph1_Slc6a4","Htr3a_Htr3b","5-HT","Non-protein Signaling","CellChatDB v2"
"Tph2_Slc18a1","Htr3a_Htr3b","5-HT","Non-protein Signaling","CellChatDB v2"
"Tph2_Slc18a2","Htr3a_Htr3b","5-HT","Non-protein Signaling","CellChatDB v2"
"Tph2_Slc6a4","Htr3a_Htr3b","5-HT","Non-protein Signaling","CellChatDB v2"
"Slc10a4_Chat","Chrna1_Chrnb1_Chrnd","Ach","Non-protein Signaling","CellChatDB v2"
"Slc10a4_Chat","Chrna1_Chrnb1_Chrnd","Ach","Non-protein Signaling","CellChatDB v2"
"Slc10a4_Chat","Chrna3_Chrnb4","Ach","Non-protein Signaling","CellChatDB v2"
"Slc10a4_Chat","Chrna4_Chrnb2","Ach","Non-protein Signaling","CellChatDB v2"
"Slc10a4_Chat","Chrna7","Ach","Non-protein Signaling","CellChatDB v2"
"Slc18a3_Chat","Chrna1_Chrnb1_Chrnd","Ach","Non-protein Signaling","CellChatDB v2"
"Slc18a3_Chat","Chrna1_Chrnb1_Chrnd","Ach","Non-protein Signaling","CellChatDB v2"
"Slc18a3_Chat","Chrna3_Chrnb4","Ach","Non-protein Signaling","CellChatDB v2"
"Slc18a3_Chat","Chrna4_Chrnb2","Ach","Non-protein Signaling","CellChatDB v2"
"Slc18a3_Chat","Chrna7","Ach","Non-protein Signaling","CellChatDB v2"
"Slc5a7_Chat","Chrna1_Chrnb1_Chrnd","Ach","Non-protein Signaling","CellChatDB v2"
"Slc5a7_Chat","Chrna1_Chrnb1_Chrnd","Ach","Non-protein Signaling","CellChatDB v2"
"Slc5a7_Chat","Chrna3_Chrnb4","Ach","Non-protein Signaling","CellChatDB v2"
"Slc5a7_Chat","Chrna4_Chrnb2","Ach","Non-protein Signaling","CellChatDB v2"
"Slc5a7_Chat","Chrna7","Ach","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra1_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra1_Gabrb2_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra1_Gabrb2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra1_Gabrb3","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra1_Gabrb2_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra2_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra3_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra3_Gabrb3_Gabrq","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra3_Gabrb3_Gabre","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra4_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra4_Gabrb3_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra4_Gabrb2_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra5_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra6_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc32a1_Gad1","Gabra6_Gabrb3_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra1_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra1_Gabrb2_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra1_Gabrb2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra1_Gabrb3","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra1_Gabrb2_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra2_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra3_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra3_Gabrb3_Gabrq","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra3_Gabrb3_Gabre","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra4_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra4_Gabrb3_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra4_Gabrb2_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra5_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra6_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a1_Gad1","Gabra6_Gabrb3_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra1_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra1_Gabrb2_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra1_Gabrb2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra1_Gabrb3","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra1_Gabrb2_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra2_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra3_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra3_Gabrb3_Gabrq","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra3_Gabrb3_Gabre","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra4_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra4_Gabrb3_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra4_Gabrb2_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra5_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra6_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a11_Gad1","Gabra6_Gabrb3_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra1_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra1_Gabrb2_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra1_Gabrb2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra1_Gabrb3","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra1_Gabrb2_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra2_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra3_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra3_Gabrb3_Gabrq","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra3_Gabrb3_Gabre","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra4_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra4_Gabrb3_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra4_Gabrb2_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra5_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra6_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a12_Gad1","Gabra6_Gabrb3_Gabrd","GABA-A","Non-protein Signaling","CellChatDB v2"
"Slc6a13_Gad1","Gabra1_Gabrb3_Gabrg2","GABA-A","Non-protein Signaling","CellChatDB v2"
